filename,caption
img_0012.png,"The image consists of two directed graphs labeled (A) and (B). Both graphs have five nodes, represented as circles and labeled with numbers 1 through 5. The nodes are connected by directed edges, which are indicated by arrows. 

In graph (A), there are arrows pointing between the nodes with the following connections: 

- From node 1 to node 2, there is a red arrow labeled -1.
- From node 1 to node 5, there is a blue arrow labeled -1.
- From node 2 to node 1, there is a blue arrow labeled 1.
- From node 2 to node 4, there is a blue arrow labeled 0.2.
- From node 3 to node 4, there is a red arrow labeled 1.
- From node 3 to node 5, there is a blue arrow labeled 1.
- From node 4 to node 2, there is a red arrow labeled -1.
- From node 4 to node 3, there is a blue arrow labeled -0.5.
- From node 5 to node 1, there is a blue arrow labeled -1.
- From node 5 to node 3, there is a red arrow labeled 1.
- Node 4 has a loop with a blue arrow labeled 0.2.
- Node 1 has a loop with a red arrow labeled -1.
- Node 2 has a loop"
img_0013.png,"The image is a timeline representing a decision-making process involving a patient. It is a horizontal line divided into sections, labeled with distinct events.

At the far left, the section is labeled ""ex ante disclosure."" Following this, there's a point where a decision is indicated, saying ""the patient chooses a."" Next, there’s a point that states ""θ is observed if a = 1."" 

The timeline continues with a section labeled ""interim disclosure,"" leading to another decision point, which says ""the patient chooses c."" 

In between the two decision points, there's a dashed vertical line labeled ""A,"" indicating a relationship or transition between the events occurring at Date 1 and Date 2.

Towards the right, labeled after the choice point for ""the patient chooses c,"" is the section ""the outcome reveals."" 

Overall, the timeline shows sequential events and decisions, with clear labels indicating points of decision and observations."
img_0014.png,"The image is a flowchart consisting of several labeled components and arrows that indicate the flow of the process. At the top, there is an oval labeled ""Input,"" which points to a rectangular box labeled ""Initialization."" From ""Initialization,"" an arrow leads down to another rectangular box labeled ""Grid variation."" 

Inside a larger shaded rectangular area labeled ""Computation,"" there are two additional rectangular boxes: one labeled ""Generation of Feasible Operation Region,"" and the other labeled ""Generation of Feasible Planning Region."" An arrow points from ""Grid variation"" to ""Generation of Feasible Operation Region,"" and then to ""Generation of Feasible Planning Region."" 

At the bottom of the ""Computation"" area, there is a diamond-shaped decision box labeled ""Additional Grid?"" This box has two output paths: one leading to an oval labeled ""Output"" marked as ""False,"" and the other leading back to the ""Grid variation"" step, indicating a loop if the answer is ""True."" The overall layout follows a downward flow, with structured connections between the components."
img_0015.png,"The image is a graph depicting the relationship between network size (number of nodes) on the x-axis and power savings percentage on the y-axis. The x-axis extends from 0 to 150 nodes, while the y-axis ranges from 0% to 50% power savings. There are several distinct lines and markers on the graph representing different network topologies: 

1. A red solid line with red circular markers indicates ""Line (A),"" showing a gradual increase in power savings that approaches around 40% as the number of nodes increases.
2. A black dashed line with black square markers represents ""Ring (A),"" which also shows an upward trend but levels off around 30%.
3. A blue dashed line with blue triangle markers indicates ""Star (A),"" which shows slower growth, reaching just below 10% savings.
4. A dotted red line with red circular markers indicates ""Line (H),"" which similarly shows a rise in savings but levels off at around 30%.
5. A dotted black line with black square markers represents ""Ring (H),"" displaying a slightly lower power saving that also approaches 30%.
6. A dotted blue line with blue triangle markers indicates ""Star (H),"" which converges to a similar low power saving as ""Star (A).""

Two vertical dashed lines mark additional references labeled ""NSFNET"" and ""USNET,"" which help indicate specific network sizes. The legend in the bottom right corner identifies the lines by their respective markers and colors"
img_0016.png,"The image contains two geometric shapes displayed side by side. On the left, there is a regular octagon outlined in black, with eight vertices positioned at equal distances. Each vertex has a small red dot, and there is a green dot located at the center of the octagon. The right side displays a square, also outlined in black. This square has four vertices, each marked with a red dot, and a green dot at its center as well. Both shapes are presented on a plain background, with no additional markings or features. The overall layout is symmetric and the shapes are proportionally sized to fit within the same visual space."
img_0017.png,"The image consists of a circular pattern composed of numerous small dots. The dots vary in color, transitioning from a vibrant green on the outer edge to a white at the center, creating a gradient effect. The dots are evenly spaced, forming concentric circles that are denser at the outer edge and gradually become more sparse as they approach the center. The innermost circle is completely white, forming a clean, circular opening. Overall, the design has a bright and dynamic feel, showcasing a vivid interplay of green and white."
img_0018.png,"The image depicts a commutative diagram typically used in category theory. It features several objects and arrows. At the left, there is a labeled object ""Z,"" with an arrow labeled ""c3"" pointing to another object ""X"" on the right. Above ""X,"" there is an object labeled ""U,"" which is connected to ""X"" by two arrows. One arrow is labeled ""c1,"" pointing towards ""U"" from ""X,"" and the other is directed from ""U"" back to ""X."" Below ""U,"" there is another object labeled ""Y,"" with an arrow labeled ""c0"" pointing down toward ""Y"" from ""U."" Additionally, there is an arrow labeled ""c2"" that goes from ""U"" to ""Y."" The configuration establishes relationships among the objects Z, X, U, and Y through the arrows connecting them. All labels and arrows are clearly drawn with appropriate spacing, ensuring readability."
img_0019.png,"The image depicts a labeled graph consisting of vertices and directed edges. At the top, two horizontal dashed lines separate the upper and lower sections of the graph. In the upper section, there are several nodes labeled with a sequence of letters or variables. The nodes include two black nodes, with labeled coordinates next to them indicating specific values: \( m_{2j+1} - m_{2j} \).

Below, in the middle section, diagonal paths connect these black nodes, forming a zigzag pattern. In addition, there are colored nodes: red and blue squares positioned along the paths between the black nodes. The paths alternate colors: starting with a red node, followed by a blue node, and continuing this pattern. 

At the bottom, there is another dashed line with a similar pattern of black nodes as above, indicated by \( m_{2j+2} - m_{2j+1} \). Finally, at the very bottom of the graph, a node labeled \( w \) appears, suggesting it is a relevant point in the context of the graph. Overall, the graph conveys directional connections, with emphasis on color-coded pathways and defined variable relationships alongside the nodes."
img_0020.png,"The image is a rectangular grid divided into four equal sections by two lines: one vertical and one horizontal. The sections are labeled as P1 in the bottom left quadrant and P2 in the top left quadrant. The center of the rectangle features the word ""Image"" in large, bold, and centered font. The background of the entire rectangle is a light gray color, while the lines dividing the sections are thin and gray as well. The outline of the rectangle is black. The text ""Image"" is prominent and covers a significant area in the center, with no other elements or markings present."
img_0021.png,"The image features a simple black rectangle placed horizontally, with a smaller vertical rectangle connected to its left side. The background is entirely white. The larger rectangle is much wider than it is tall, while the smaller rectangle is taller than it is wide, positioned so that its left edge aligns with the left edge of the larger rectangle."
img_0022.png,"The image features a stylized, geometric design comprising an orange zigzag line forming a stepped pattern. The zigzag line creates a staircase-like appearance, ascending from the left to the right. Each step is supported by vertical brown rectangles of varying heights, aligned along the left side of the zigzag. The first step is the shortest, followed by progressively taller steps as one moves rightward. The overall composition gives a sense of movement and structure. The background is white, which enhances the colors of the figures."
img_0023.png,"The image depicts a circular pie chart divided into eight segments of varying colors, each labeled with an angle in degrees. The segments are arranged around the center and are colored as follows: one green, one red, one yellow, one black, one orange, and one purple. The angles of the segments are as follows: 69°, 55°, 42°, 97°, and two segments labeled as 69° (which are identical). The arrangement of the segments appears to be such that colors and angles alternate around the circle. At the top left, the text ""Opgave 7"" is written in a simple font. The pie chart has a thin black outline. Each segment is clearly defined and the angles are marked near the center of the pie chart next to their corresponding segments."
img_0024.png,"The image is a box plot with two boxes side by side, labeled ""1"" and ""2"" on the x-axis. The y-axis is labeled with a scale represented as \( \times 10^5 \), ranging from 0 to approximately 9. The first box (labeled ""1"") has a lower edge at around 2 on the y-axis and an upper edge at around 6. The median line within the first box is positioned slightly above 4. A series of black dots indicates outliers above the first box, some reaching close to 9. The second box (labeled ""2"") is positioned to the right of the first, with its lower edge around 1.5 and upper edge around 5.5; its median line is slightly above 3.5. Similar to the first box, there are multiple outliers above the second box, reaching slightly above 7. Both boxes and lines are represented in a minimalist style with no color fills. The overall plot has a white background and a simple grid."
img_0025.png,"The image depicts a directed graph with four nodes and several labeled edges. The nodes are circular and numbered as 0, 1, 2, and 3, with node 0 marked as ""start."" Node 0 is centrally located, with arrows pointing from it to nodes 1, 2, and 3. Node 1 has a self-loop indicating both transitions labeled with ""c"" and ""d."" An arrow labeled ""a"" points from node 1 to node 0. Node 2 has self-loops labeled ""c"" and ""d,"" and an arrow labeled ""b, f"" leads from node 2 to node 0. Node 3 has a self-loop labeled ""d"" and an arrow labeled ""g"" leading from node 3 back to node 0. The nodes are arranged in a somewhat triangular formation, with node 0 at the bottom and the other nodes distributed above it."
img_0026.png,"The image features a three-dimensional cylindrical shape. The outermost part is a semi-transparent blue cylinder that has rounded ends. Inside this blue cylinder, there is a slightly smaller, semi-transparent red cylinder that maintains a similar rounded end shape. At the center, there is a solid, gray cylinder extending out of the red cylinder, with its ends flush with the ends of the red cylinder. The entire configuration has a distinct cylindrical appearance, where each component is nested within the other, showcasing different levels of transparency to visualize the relationship between the shapes."
img_0027.png,"The image presents a flowchart-like structure displaying owners and their associated items. On the left side, there are labels for different owners, starting with ""owner 1"" at the top and continuing down to ""owner M,"" followed by ""owner M + 1"" and ending with ""owner M + ℓ"" at the bottom. The owners are stacked vertically in a column.

To the right of the owners, there are horizontal lines representing different quantities of items. The first horizontal line connects to ""N items"" and stretches across the width just below ""owner M."" Below this, there's another horizontal line denoted as ""N + 1 items."" Further down, there are three segments connected by horizontal lines indicating a total of ""N(1 − 1/M)ℓ − 1 + 1 items,"" where several smaller gaps are visually indicated between segments.

Overall, the chart combines vertical owner labels with horizontal lines representing quantities of items they possess. The formatting is clean, and the overall layout is symmetrical, with emphasis on the relationship between owners and item counts."
img_0028.png,"The image shows a plot with a vertical axis ranging from 1 to 5 and a horizontal axis ranging from -2 to 2. The axes are marked with ticks at regular intervals. The plot features a quadratic curve, which opens upwards and is blue in color. Along the curve, there are five blue filled circles placed at specific points, indicating data points. The circles are positioned approximately at (-2, 2), (-1, 4), (0, 5), (1, 4), and (2, 2), aligning with the curve. The overall design is simple and minimalistic, with a clear focus on the curve and the data points."
img_0029.png,"The image shows a rectangular, flat surface that appears to be a piece of metal or a panel. The surface has a gradient shading from lighter shades at the top to darker shades at the bottom, giving it a three-dimensional look. Along the center, there are several wavy or zigzag patterns that run horizontally across the panel. These patterns create a textured effect. Additionally, three small circular holes are present near the bottom edge of the rectangle, evenly spaced apart. The overall appearance is sleek and industrial."
img_0030.png,"The image features a directed graph with a triangular structure. At the top, there is a single node labeled ""x0"". Below this node, there are two rows of nodes. The second row consists of two nodes labeled ""x1"" and ""x2"". The third row has a total of seven nodes, arranged in a horizontal line, with the leftmost node labeled ""x2"" and the rightmost node labeled ""x1"". 

From the top node ""x0"", there are directed edges that connect it to all of the nodes in the second and third rows. Each node in the second row has directed edges connecting down to all nodes in the third row. Ensure that the nodes in the third row are evenly spaced apart. The graph should be drawn with solid lines representing the edges, and all nodes are represented as filled circles."
img_0031.png,"The image contains two plots side by side, both displaying graphs of the quantity \( \| A - A_{\text{approx}} \|_2 \) against the variable \( d \). 

In the left plot, the x-axis represents \( d \) and ranges from 0 to 24, with ticks indicating values 0, 5, 10, 15, 20, and 25. The y-axis represents \( \| A - A_{\text{approx}} \|_2 \) and ranges from \( 10^{-4} \) to \( 10^{0} \), with logarithmic scaling. There are multiple plotted data points, each representing a different method, indicated by various markers: the SVD method is represented by black crosses, CPQR by red plus signs, p-QLP by red open circles, R-SVD by blue open circles, CoR-UTV by blue stars, and PbP-QLP by green triangles. 

The right plot has a similar x-axis and y-axis, extending from \( 10^{-2} \) to \( 10^{0} \) on the y-axis and also features logarithmic scaling. The same methods are represented with the same color and marker styles as in the left plot, though the data points and trends might differ. 

Both plots include a grid background to help with visualizing the data points more clearly. The legends for each plot are placed in the upper"
img_0032.png,"The image depicts a diagram characterized by several labeled points and lines representing relationships among them. 

At the top, there are two points: \( q_2 \) and \( q'_2 \). The point \( q_2 \) is connected to \( q'_2 \) by a dashed line, indicating they are approximately equal, labeled with a tilde symbol (≈) and an epsilon (ε) nearby. Below, there is a vertical dashed line connecting points labeled \( t \) to another \( t \). 

On the left side, the points \( u \) and \( q_1 \) are connected by a solid line, with point \( u \) positioned higher than \( q_1 \). There's also a dashed line labeled \( u q'_1 \) that extends from \( u \) towards another point \( q'_1 \) slightly horizontally to the right. 

Towards the center and bottom, there are points \( q_1 \), \( q'_1 \), \( q \), and \( q' \). The point \( q_1 \) connects downward to point \( q \), while point \( q'_1 \) connects downward to point \( q' \). 

Additionally, there are two parallel lines labeled \( \ell \), extending vertically and positioned between points \( q \) and \( q' \). 

On the right side of the diagram, there's another point labeled \( q_3 \) positioned above a point"
img_0033.png,"The image depicts a unit circle with a centered coordinate system. The circle is drawn with a radius of one. Inside the circle, there is an isosceles triangle formed by two straight lines emanating from the center (0, 0) of the circle, angling outward to touch the circle at points labeled z* and w*. The angle at the center of the triangle is labeled as θ. The two equal sides of the triangle are marked with the length of 1 unit each. The base of the triangle, which connects points z* and w*, is labeled ""2 sen(θ/2)"" to indicate its length. There are dashed lines indicating angles at z* and w* equal to θ/2. The figure's overall layout is symmetrical, with the triangle centered vertically within the circle."
img_0034.png,"The image features a stylized bar chart with a simple design. The background consists of a bright orange section at the top and a dark gray section at the bottom. In the middle, there are several vertical bars of varying heights. The leftmost bar is wider and slightly shorter than the others, colored in a soft yellow. The subsequent bars, which appear to be narrower, alternate between short and tall heights, primarily in shades of light yellow and cream. Each bar has a small black outline. Below the bars, there is a dark gray horizontal line that runs across the width of the image, representing the x-axis of the chart."
img_0035.png,"The image shows a coordinate system in two dimensions. The horizontal axis is labeled ""s,"" while the vertical axis is indicated by an upward-pointing arrow. At the center of the image, there is a point labeled ""0,"" which represents the origin of the axes. 

A dashed circular outline surrounds the point at the origin, indicating a region of interest. Within this region, there is a red point labeled ""t"" placed along the vertical axis. 

Additionally, there is a label ""M²"" positioned within the circular area, possibly indicating a mathematical quantity or concept relevant to the diagram. 

The background is white, and the axis lines extend horizontally and vertically without any markings or additional details. The overall composition is simple and geometric, focusing on the relationship between the points and the axes."
img_0036.png,"The image consists of two geometric figures, both featuring pentagonal shapes.

On the left, there is a non-convex pentagon. The vertices are labeled as follows: the top vertex is labeled with a single arrow pointing upwards at the top vertex, which is labeled ""b"" directly below it. The left vertex is labeled ""a,"" and the right vertex is labeled ""ā"" (a with a bar above it). The bottom left vertex is labeled ""b̄"" (b with a bar above it). Inside the pentagon, there are two blue segments drawn horizontally between points ""a"" and ""b̄,"" and ""ā"" and ""b,"" connecting the left and right sides of the shape. 

On the right, a three-dimensional view of a pentagon is depicted, likely representing a prism-like structure. This pentagon has a similar labeling as the first, with the top point labeled with an asterisk (*) and two vertices labeled ""a"" and ""b̄"" on the bottom. There are two blue line segments running diagonally across the figure, labeled ""γ1"" and ""γ2.""

In summary, there are two pentagonal figures in the image, each with labeled vertices and specific blue segments that connect various points. The left figure is more two-dimensional and non-convex, while the right figure shows a three-dimensional aspect."
img_0037.png,"The image features a zigzag graph that consists of nodes connected by edges. At the top, there are two labeled nodes: (1, 1) on the left and (7, 1) on the right. Below these, there are two rows of nodes connected horizontally and diagonally. The first row contains nodes that are alternately filled and unfilled, starting with a filled node directly under (1, 1) followed by an unfilled node, and this pattern continues to the node below (7, 1) which is filled. 

The second row is located below the first and similarly contains nodes that alternate between filled and unfilled, starting with an unfilled node directly under (5, 1) which is on the left, continuing with filled nodes, and ending with an unfilled node directly below (5, 7) at the bottom left. The nodes on the left side, starting with the lower left corner, are labeled (5, 1) at the bottom left and (5, 7) directly below it while the top row of the second column contains filled nodes leading up to (7, 1).

The overall shape has a symmetrical pattern resembling a series of diamonds. The filled nodes are represented by solid black dots while the unfilled nodes are shown as open circles. The connections between the nodes create a consistent diagonal flow throughout the graph."
img_0038.png,"The image features two circular shapes representing AC voltage sources. Each circle has a ""+"" sign on the top and a ""−"" sign on the bottom, indicating the positive and negative terminals. They are connected by a horizontal line at the top, leading to a vertical line on the right side which branches off from the connection. The first circle is positioned above the second circle, with the vertical line extending down from the lower circle. The circles are drawn with a simple outline and contain a wavy line inside, symbolizing alternating current (AC)."
img_0039.png,"The image shows two circular structures, each represented as a ring or torus shape. The left ring is labeled ""P"" at the top and ""Q"" at the bottom. Within the left ring, there is another smaller curved shape resembling a smile or a dip, which is labeled ""μ(n)."" The entire left ring is shaded in a light blue color.

The right ring is similar in shape and is also labeled ""P"" at the top and ""Q"" at the bottom. Inside the right ring, there are two small curved shapes resembling dips or valleys, one labeled ""n"" and the other labeled ""n̄,"" both shaded in the same light blue color. 

Between the two rings is an arrow pointing from the left ring to the right ring, indicating some form of transformation. The background across both rings is filled with a light yellow color. The outlines of the rings are black, and the overall design has a clean, simple look."
img_0040.png,"The image consists of a straight horizontal line with circles at five evenly spaced points along the line. These points are labeled with numbers from 0 to 4. The circle containing the number 0 is on the leftmost side, followed by the circles containing the numbers 1, 2, 3, and ending with the circle containing the number 4 on the rightmost side. Each circle is outlined but not filled in, and there are straight lines connecting each consecutive pair of circles. The overall appearance is simple and linear, creating a clear sequence from 0 to 4."
img_0041.png,"The image depicts a graph structure, characterized by a circular arrangement with various nodes and connections. The central part of the graph consists of a large circle, outlined with a series of small filled black circles and empty circles. The filled circles represent vertices labeled in a specific format, while the empty circles indicate other vertices. 

There are dashed lines connecting various vertices throughout the graph, suggesting relationships or edges between them. Extending from this circular structure are several branches or ""arms,"" each made up of additional vertices. The ends of these branches feature smaller filled and empty circles as well. Connectivity is indicated through dotted lines, which also link some of these outer vertices to the main structure.

Labels are present adjacent to certain vertices, such as \(v^i_0\), \(c_i\), \(v^{i}_{21}\), and \(u_9\), with mathematical notation and subscripts indicating their relationships. The overall layout is both symmetrical and complex, contributing to the impression of a network-like topology."
img_0042.png,"The image features a horizontal line divided into several sections with colored blocks above each section. From left to right, the first section is the smallest and it is colored yellow. It contains the symbol ""∅"" inside it, indicating an empty set. Next to it is a larger pink section labeled ""DA + RD"". Following this, there is another section that is a teal color, labeled ""DA + ∼RD"". 

The sections are separated by vertical lines, and below each colored block are three labels: ""u^d"" under the yellow section, ""u^r"" under the pink section, and ""u_i"" under the teal section. The entire layout has an arrow pointing to the right at the end, suggesting a continuum or progression."
img_0043.png,"The image consists of a central vertical line with a point at the center, which is intersected horizontally by another line that extends equally to the left and right. At the ends of the horizontal line, there are two smaller lines extending diagonally outward, one leading to the left and one to the right. Each of these diagonal lines ends with a small circle (dot). There are also two smaller diagonal lines on each side of the vertical line, extending downward from the main horizontal line and ending in small circles as well. The entire arrangement resembles a simplified starburst or a schematic representation of connections. The central point is larger than the other dots, which are uniformly smaller and equally spaced."
img_0044.png,"The image depicts a graph structure consisting of several labeled components. At the center is a sequence of six nodes labeled H1, H2, H3, H4, H5, and H6 arranged in a horizontal line. Each of these nodes is enclosed in a circle. There are dotted lines connecting them in pairs: H1 connects to H2, H3 connects to H4, and H5 connects to H6, creating a zigzag pattern. 

Above this central sequence, there is a node labeled ""e"" connected by a line to H2 and H4. Below the central sequence, there are additional nodes labeled v1, v2, ..., vk, connected to pairs of empty nodes labeled H2k-1 and H2k, which are also enclosed in circles. The v nodes are connected with lines back to certain nodes in the upper layout. 

The background is clean, with no additional markings, and the overall design is symmetrical, emphasizing the relationships between the nodes."
img_0045.png,"The image consists of a series of interconnected hexagons arranged horizontally, with three hexagons in the top row and three in the bottom row, forming a zigzag pattern. Each hexagon is labeled with vertices marked as \( v \) for the top row and \( w \) for the bottom row, followed by a subscript indicating their order. The top row includes hexagons with vertices \( v_0, v_1, v_2, v_3, v_4, v_5, v_6, v_7 \), and the bottom row has vertices \( w_0, w_1, w_2, w_3, w_4, w_5, w_6, w_7 \). 

Vertical edges connecting these hexagons are represented as dashed or solid lines, particularly highlighting \( z_1, z_2, z_3, z_4, z_5, z_6 \) between the rows of hexagons. There are also three red edges marked as \( w_4, w_3 \) and \( v_4, v_5 \), indicating possibly highlighted connections or separations. Additionally, there is a horizontal blue line connecting vertices \( v_0 \) and \( v_5 \) to signify another connection between the two rows of hexagons. 

The overall structure forms a repeating pattern of hexagons alternating between two levels, with distinct connections"
