Image,Caption
img_0010.png,"The image depicts a three-dimensional scene centered around a sphere with a gradient of gray shades, indicating depth or distance. The sphere is oriented such that its center is at the origin of a coordinate system. 

- **Axes and Labels**: 
  - A black arrow labeled ""x"" extends from the bottom left to the right, indicating the x-axis.
  - A black arrow labeled ""y"" extends from the bottom right to the top right, indicating the y-axis.
  - A black arrow labeled ""z"" extends upwards from the center, indicating the z-axis.

- **Vectors**:
  - A dashed black vector labeled ""\(\Gamma_b\)"" starts from the center of the sphere and points towards the left.
  - Another dashed black vector labeled ""\(\Gamma_a\)"" starts from the center and points upwards.
  - A solid black vector labeled ""\(\mathbf{r}\)"" extends from the center of the sphere to a point on the surface, indicating a radial direction.
  - A dashed black vector labeled ""\(r_{||}\)"" extends from the center of the sphere to a point on the surface, parallel to the x-y plane.

- **Angles and Labels**:
  - A small circle near the center of the sphere has two angles marked: ""\(\varphi_0\)"" and ""\(\varphi'\)"".
  - A label ""\(\xi'_p\)"" is placed above the dashed vector ""\(\Gamma_b\)"", and another label ""\(\xi'_q\)"" is placed below the dashed vector ""\(\Gamma_b\)"".

- **Curved Lines**:
  - A curved dashed line labeled ""\(\mathcal{G}_{\xi'}\)"" is drawn on the surface of the sphere, starting from the point where the dashed vector ""\(\Gamma_b\)"" intersects the sphere's surface and curving around to the point where the dashed vector ""\(\Gamma_a\)"" intersects the sphere's surface.

- **Text and Arrows**:
  - The text ""\(\Gamma_a\)"" is located near the top right of the sphere.
  - The text ""\(\Gamma_b\)"" is located near the top left of the sphere.
  - The text ""\(\xi'_p\)"" is located near the top center of the sphere.
  - The text ""\(\xi'_q\)"" is located near the bottom center of the sphere.
  - The text ""\(\varphi_0\)"" is located near the center of the sphere, slightly to the left."
img_0011.png,"The image depicts a tree structure with a root node at the top. The root is labeled ""root"" in black text. From the root, three branches extend downward, each leading to a different node. 

- The left branch leads to a node that has two lines crossing each other, forming an 'X' shape. A red triangle is drawn within this 'X', pointing towards the right.
- The middle branch leads to a node that also has two lines crossing each other, forming an 'X' shape. A red triangle is drawn within this 'X', pointing upwards.
- The right branch leads to a node that has four lines crossing each other, forming a star-like shape. No additional shapes or colors are present in this node.

Each of these nodes is connected by straight lines to the root, and no further branching occurs from these nodes. The lines are black, and there are no arrows or additional labels on the lines connecting the nodes."
img_0012.png,"The image is divided into two sections labeled (A) and (B), each depicting a directed graph with five nodes, numbered 1 through 5. Each node is represented by a circle, and the edges between the nodes are indicated by blue arrows. The arrows have labels indicating the direction of the edge.

In both sections:
- Node 1 has an arrow pointing to itself with a label of ""-1"".
- Node 2 has an arrow pointing to itself with a label of ""1"".
- Node 3 has an arrow pointing to itself with a label of ""-0.5"".
- Node 4 has an arrow pointing to itself with a label of ""1"".
- Node 5 has an arrow pointing to itself with a label of ""-1"".

Each node also has a red circle around it, which appears to be a visual marker or label for the node.

The edges between the nodes are as follows:
- An arrow from node 1 to node 2 with a label of ""1"".
- An arrow from node 2 to node 3 with a label of ""0.2"".
- An arrow from node 3 to node 4 with a label of ""1"".
- An arrow from node 4 to node 5 with a label of ""0.2"".
- An arrow from node 5 to node 1 with a label of ""1"".

The layout of the nodes in section (A) is slightly different from that in section (B). In section (A), the nodes are arranged in a more compact manner, while in section (B), they are spread out more evenly. The overall structure of the graphs remains the same in both sections."
img_0013.png,"The image is a horizontal timeline with labeled segments and arrows indicating different stages of a process. The timeline extends from left to right, representing time progression.

1. **Ex Ante Disclosure**: At the far left, there's a label ""ex ante disclosure"" with a vertical line extending downward to indicate an event or decision point.
2. **θ is observed if a = 1**: Moving right, there's another label ""θ is observed if a = 1"" with a similar vertical line below it.
3. **Interim Disclosure**: Further along, the label ""interim disclosure"" appears with a vertical line beneath it.
4. **Anticipatory Utility Realized**: To the right, the label ""anticipatory utility realized"" is shown with a vertical line below it.
5. **A**: A dashed vertical line intersects the timeline at a point labeled ""A.""
6. **Date 1 and Date 2**: Below the timeline, two horizontal lines extend outward from the dashed line, labeled ""Date 1"" and ""Date 2,"" respectively.
7. **The Patient Chooses a**: Below the timeline, near the left side, the label ""the patient chooses a"" is placed.
8. **The Patient Chooses ε**: Near the right side, the label ""the patient chooses ε"" is positioned.
9. **The Outcome Reveals**: At the far right, the label ""the outcome reveals"" is written with a vertical line below it.

The timeline is marked by evenly spaced intervals between the labels, suggesting a structured sequence of events over time. Arrows are not present in the image itself but are implied by the direction of the timeline and the placement of the labels. The overall color scheme is simple, with black text on a white background."
img_0014.png,"The image depicts a flowchart with a structured layout of processes and decision points. It begins with an oval labeled ""Input"" on the left side, connected by a straight arrow to a rectangular box labeled ""Initialization."" From there, another arrow leads downward into a larger gray rectangle that contains four smaller rectangles and one diamond-shaped decision box.

Inside the gray rectangle:
1. The first smaller rectangle is labeled ""Grid variation.""
2. Below it, a second smaller rectangle reads ""Generation of Feasible Operation Region.""
3. Below that, a third smaller rectangle states ""Generation of Feasible Planning Region.""

To the left of these three smaller rectangles, there's a vertical rectangle labeled ""Computation.""

From the bottom of the gray rectangle, an arrow points to a diamond-shaped decision box labeled ""Additional Grid?"" with two branches extending from it: one labeled ""False"" pointing back to the ""Grid variation"" rectangle, and the other labeled ""True"" pointing to the right.

On the far right side of the diagram, outside the gray rectangle, there is another oval labeled ""Output,"" connected by a straight arrow to the ""False"" branch of the decision box.

The overall structure suggests a process involving initialization, grid variation, generation of feasible regions, and a decision point regarding whether additional grids are needed, with output being contingent upon the outcome of this decision."
img_0015.png,"The image is a line graph with a logarithmic scale on the x-axis labeled ""Network size (number of nodes)"" ranging from 1 to 150 in increments of 20. The y-axis is labeled ""Power savings %"" and ranges from 0 to 50 in increments of 10. 

There are four distinct lines representing different network topologies: Line (A), Ring (A), Star (A), Line (H), Ring (H), and Star (H). Each line is color-coded and marked with a specific symbol:
- Line (A) is represented by red circles.
- Ring (A) is shown as a solid black line.
- Star (A) is depicted with blue triangles.
- Line (H) is indicated by red squares.
- Ring (H) is drawn as a dotted black line.
- Star (H) is represented by blue dashed lines.

The legend at the bottom identifies these symbols and their corresponding network types. A vertical dashed line is drawn at approximately 16 nodes, and another at around 34 nodes, both labeled ""NSFNET"" above them. The graph includes a title at the top left corner that reads ""NSFNET."""
img_0016.png,"The image consists of two separate diagrams placed side by side.

On the left side, there is a polygon with eight sides (an octagon). The vertices of the octagon are marked with black dots. Inside the octagon, there are six smaller red dots evenly spaced along the perimeter, indicating a possible division or labeling of the shape into sections. At the center of the octagon, there is one green dot, which might represent a point of interest or a centroid.

On the right side, there is a square. Similar to the octagon, the vertices of the square are marked with black dots. Inside the square, there are four smaller red dots, each located at the midpoint of one of the square's sides. Like the central dot in the octagon, there is also a green dot at the center of the square, suggesting a similar point of interest or centroid.

Both diagrams do not contain any text, arrows, or additional labels beyond the dots and lines that define the shapes. The overall layout is simple and geometric, focusing on the arrangement of dots within the polygons."
img_0017.png,"The image depicts a circular pattern composed of numerous small green dots arranged in concentric rings. The outermost ring is the most dense with dots, gradually becoming sparser as they move inward towards the center. The center of the circle is a white void, creating a stark contrast with the surrounding green dots. The dots are evenly spaced along each ring, giving the impression of a halftone effect. The entire pattern is set against a plain white background, which enhances the visibility of the green dots and the circular arrangement. There are no labels, arrows, or text present in the image."
img_0018.png,"The image depicts a directed graph with four nodes labeled Z, X, U, and Y. There are three directed edges connecting these nodes:

1. An arrow from node Z to node X is labeled with the text ""c3"".
2. An arrow from node X to node Y is labeled with the text ""c0"".
3. An arrow from node X to node U is labeled with the text ""c1"".
4. An arrow from node U to node Y is labeled with the text ""c2"".

The nodes are arranged in a horizontal line with Z on the far left, followed by X, then U, and finally Y on the far right. The edges are straight lines with arrows indicating direction, and the labels for each edge are placed near the arrowheads. The background of the image is white, and there are no additional colors or decorations."
img_0019.png,"The image depicts a geometric diagram with a series of interconnected nodes and lines, forming a layered structure. The diagram is divided into two main sections by horizontal dashed lines, each section containing a sequence of nodes connected by lines.

1. **Nodes and Lines**:
   - There are black circles representing nodes.
   - Blue lines connect the nodes within each section.
   - Red dashed lines connect the nodes across the sections.

2. **Layout**:
   - The diagram is structured in two vertical columns, separated by the dashed horizontal lines.
   - Each column contains a sequence of nodes, with the top node labeled as \(a\).
   - The bottom node in each column is labeled as \(w\).

3. **Text Labels**:
   - On the right side of the diagram, there are two vertical curly braces.
   - The upper brace is labeled with \(m_{2j+1} - m_{2j}\).
   - The lower brace is labeled with \(m_{2j+2} - m_{2j+1}\).

4. **Arrows**:
   - There are no explicit arrows in the diagram; however, the red dashed lines suggest connections between nodes in different sections.

5. **Colors**:
   - Black: Used for the nodes.
   - Blue: Used for the connecting lines within each section.
   - Red: Used for the dashed connecting lines between sections.

6. **Overall Structure**:
   - The diagram appears to represent a mathematical or algorithmic concept, possibly related to graph theory or a specific algorithm's flowchart.
   - The labels and structure suggest a hierarchical or iterative process, with the nodes and lines indicating relationships or steps in the process."
img_0020.png,"The image depicts a rectangular frame with a light gray background. Inside the rectangle, there is a darker gray area that occupies most of the space, leaving only thin white borders along the edges. The darker gray area is divided into four quadrants by two intersecting lines: one horizontal line running through the middle of the rectangle and one vertical line running down the center. These lines create four smaller rectangles within the larger one.

In the top-left quadrant, there is a label ""P2"" written in black text. In the bottom-left quadrant, another label ""P1"" is present in black text. The word ""Image"" is prominently displayed in the center of the darker gray area, also in black text. The overall design suggests a diagram or a placeholder for an image, possibly used in a presentation or document."
img_0021.png,"The image depicts a simple line drawing of a house with a triangular roof. The house is centered in the image and consists of two main parts: the rectangular body of the house and the triangular roof above it. The roof is shaded darker than the rest of the house, indicating a shadow or a different material, possibly suggesting a sloped or pitched roof.

The house has a door located near the center of its front facade, which is slightly offset to the left side of the rectangle. There are no windows visible on the front of the house. The lines are clean and straight, giving the drawing a minimalist style.

There are no labels, arrows, or additional text within the image. The background is plain white, emphasizing the simplicity of the drawing. The overall color scheme is monochromatic, with black lines and shading against a white background."
img_0022.png,"The image depicts a simple diagram of a seesaw or balance scale. The seesaw is divided into two sections by a central vertical line, which represents the fulcrum where the seesaw pivots. 

- **Left Side**: 
  - The upper part consists of a horizontal bar with a zigzag pattern at both ends, indicating the surface area of the seesaw.
  - Below the horizontal bar, there is a vertical pole extending downward from the center of the horizontal bar.
  - Attached to the vertical pole on the left side is a smaller vertical bar that extends downward.

- **Right Side**:
  - The lower part also has a horizontal bar with a zigzag pattern at both ends, similar to the left side.
  - A diagonal line connects the top of the left horizontal bar to the bottom of the right horizontal bar, suggesting the seesaw's lever action.
  - Below the right horizontal bar, there is another vertical pole extending upward from the center of the horizontal bar.
  - Attached to the vertical pole on the right side is a smaller vertical bar that extends upward.

The entire structure is colored in shades of brown, with the zigzag patterns in darker brown. There are no labels, arrows, or text within the image. The seesaw appears to be in a balanced position, as indicated by the alignment of the vertical poles and the diagonal line connecting them."
img_0023.png,"The image is a pie chart labeled ""Opgave 7"" at the top left corner. The chart is divided into six segments of varying sizes, each representing a different category. The segments are colored differently: green, orange, purple, yellow, red, and black.

Each segment has an angle label indicating the proportion of the whole that it represents:
- Green segment: 60°
- Orange segment: 97°
- Purple segment: 69°
- Yellow segment: 55°
- Red segment: 28°
- Black segment: 42°

The center of the pie chart is marked with a small circle containing the number ""69,"" which might be a reference or a key detail related to the chart's data. There are no additional arrows or lines connecting the segments to the center, and the background is white. The text ""Opgave 7"" is written in a simple, sans-serif font, and the numbers on the segments are also in a similar font style."
img_0024.png,"The image is a box plot with two groups of data, each represented by a separate box. The x-axis has two categories labeled ""1"" and ""2,"" while the y-axis ranges from 0 to 10^5, marked at intervals of 20,000.

- **Group 1 (Category 1)**:
  - The box starts at approximately 20,000 and ends at around 30,000.
  - The median line inside the box is near 25,000.
  - The lower whisker extends to about 10,000, and the upper whisker reaches up to around 60,000.
  - Two outliers are present: one at approximately 80,000 and another at around 60,000.

- **Group 2 (Category 2)**:
  - The box starts at roughly 20,000 and ends at around 40,000.
  - The median line inside the box is near 30,000.
  - The lower whisker extends to about 10,000, and the upper whisker reaches up to around 70,000.
  - One outlier is present: one at approximately 80,000.

Both boxes have a light gray fill, and the median lines, whiskers, and outliers are black. The y-axis label reads ""·10^5,"" indicating that the values are in units of 100,000. There are no additional colors or arrows in the image."
img_0025.png,"The image depicts a finite state machine with four states labeled 0, 1, 2, and 3. The states are arranged in a circular pattern, with state 0 at the bottom center, state 1 above it, state 2 to the left of state 1, and state 3 to the right of state 1.

- State 0 is the start state, indicated by an arrow pointing upwards from below.
- State 1 has a loop arrow above it labeled ""c,"" indicating that the transition back to state 1 occurs on input ""c.""
- State 2 has a loop arrow above it labeled ""c, d,"" indicating that transitions back to state 2 occur on inputs ""c"" or ""d.""
- State 3 has a loop arrow above it labeled ""d,"" indicating that transitions back to state 3 occur on input ""d.""

There are directed arrows between the states:
- From state 0 to state 1 labeled ""a.""
- From state 0 to state 2 labeled ""b, f.""
- From state 0 to state 3 labeled ""g.""

Each state is enclosed within a circle, and the transitions are represented by arrows pointing from one state to another, with labels indicating the corresponding input symbols. The overall layout forms a clockwise cycle around the central state 0."
img_0026.png,"The image depicts a three-dimensional cylindrical object with a gradient of colors and a transparent effect. The cylinder is oriented diagonally, with its axis running from the bottom left to the top right of the image. 

- **Outer Cylinder**: 
  - The outermost layer of the cylinder is a light blue color.
  - It has a smooth, rounded surface and appears to be slightly transparent, allowing the inner layers to be partially visible.

- **Middle Cylinder**:
  - Inside the light blue cylinder, there is a second, smaller cylinder that is a darker blue.
  - This cylinder also has a smooth, rounded surface and is similarly transparent, showing some of the innermost layer.

- **Inner Cylinder**:
  - The innermost part of the cylinder is a red color.
  - It is also transparent, revealing parts of the even innermost layer.

- **Innermost Layer**:
  - The very center of the cylinder is a light gray color.
  - This layer is solid and opaque, contrasting with the transparent outer layers.

- **Shading and Transparency**:
  - The cylinders have a gradient effect, with the colors transitioning smoothly from one to another.
  - The transparency allows for a layered appearance, where each layer is visible through the others.

- **Background**:
  - The background is a light gray color, providing contrast to the colorful cylinders.

There are no labels, arrows, or text present in the image. The focus is entirely on the geometric representation of the cylinders and their transparency effects."
img_0027.png,"The image depicts a diagram illustrating the distribution of items among multiple owners. The layout is structured with horizontal lines representing the items and vertical lines indicating the boundaries between different sections.

- **Top Section:**
  - There are two horizontal lines labeled ""N items"" on either side.
  - Between these lines, there is a longer horizontal line spanning the entire width of the section, labeled ""N items.""
  - Below this central line, there are three vertical lines forming a bracket-like structure, labeled ""owner M.""

- **Middle Section:**
  - A horizontal line labeled ""N + 1 items"" spans the width of the section.
  - Below this line, there are four vertical lines forming a bracket-like structure, labeled ""owner M + 1.""

- **Bottom Section:**
  - A horizontal line labeled ""N(1 - 1/M)^(ℓ-1) + 1 items"" spans the width of the section.
  - Below this line, there are five vertical lines forming a bracket-like structure, labeled ""owner M + ℓ.""

- **Vertical Lines:**
  - There are vertical lines at various points to indicate the boundaries between different sections.
  - These vertical lines are evenly spaced and extend from the top to the bottom of the diagram.

- **Text:**
  - The text includes labels for each owner (e.g., ""owner 1,"" ""owner M,"" etc.) and the number of items associated with each section (e.g., ""N items,"" ""N + 1 items,"" etc.).

- **Arrows:**
  - There are no arrows in the diagram; the lines and brackets represent the distribution of items.

- **Colors:**
  - The diagram uses black lines and text on a white background. There are no other colors present.

This diagram appears to be a visual representation of a mathematical or logical concept related to item distribution or ownership, possibly in a game theory or resource allocation context."
img_0028.png,"The image is a scatter plot with a blue line connecting the data points. The x-axis ranges from approximately -2.5 to 2.5, marked at intervals of 1, with tick marks and labels for each integer value. The y-axis ranges from 1 to 5, also marked at intervals of 1, with similar tick marks and labels.

There are six data points plotted on the graph:
- One point at (-2, 4.5)
- One point at (-1, 3)
- One point at (0, 1.5)
- One point at (1, 1)
- One point at (2, 2.8)
- One point at (3, 4.5)

Each data point is represented by a blue circle with a black outline. A blue line connects these points in a non-linear fashion, starting from the top left, dipping down, then rising again towards the bottom right. The line extends slightly beyond the last data point on both ends. The background of the plot is white, and there are grid lines in gray that help in reading the values on the axes. The overall appearance suggests a mathematical or scientific context, possibly representing a function or a set of experimental data."
img_0029.png,"The image depicts a three-dimensional view of a road surface with a textured pattern. The road is oriented diagonally across the frame, giving a sense of depth. The surface is primarily dark gray, with lighter gray wavy lines running parallel to each other, creating a textured appearance that resembles a ribbed or corrugated design. There are four small black dots positioned along the center line of the road, evenly spaced apart. These dots appear to be markers or indicators, possibly representing lanes or boundaries. The overall color scheme is monochromatic, with varying shades of gray used to create contrast and texture. There are no visible labels, arrows, or text within the image."
img_0030.png,"The image depicts a geometric figure resembling a pyramid with a triangular base. The apex of the pyramid is labeled as \(x_0\). From this apex, there are six lines extending downward to form the sides of the pyramid. These lines connect to three points on the base, which are labeled \(x_1\) and \(x_2\).

- The base of the pyramid consists of a horizontal line segment.
- There are three points evenly spaced along this line segment, each labeled \(x_1\).
- Another point, also labeled \(x_1\), is positioned directly below the apex \(x_0\), forming the vertex of the triangular base.
- A separate point, labeled \(x_2\), is located to the left of the horizontal line segment, not part of the base but connected to the apex by a line.

The lines connecting the apex \(x_0\) to the points on the base are drawn in black, creating the structure of the pyramid. The points are represented by small black dots. The labels \(x_0\), \(x_1\), and \(x_2\) are written in black text near their respective locations. The overall color scheme is monochromatic, with black lines and dots against a white background."
img_0031.png,"The image is a side-by-side comparison of two plots, both featuring a logarithmic scale on the y-axis and a linear scale on the x-axis. The left plot is labeled ""||A - A_approx||2"" at the top left corner, indicating that the y-axis represents the squared error between matrix A and its approximation A_approx. The x-axis is labeled ""d,"" which likely stands for dimensionality.

Each plot contains multiple data series represented by different symbols and colors:
- A black cross symbol with a red outline is used for SVD.
- A black plus symbol with a blue outline is used for CPQR.
- A black diamond symbol with a green outline is used for p-SVD.
- A black triangle symbol with a cyan outline is used for R-SVD.
- A black star symbol with a blue outline is used for CoR-UTV.
- A black circle symbol with a green outline is used for PhP-QLP.

The legend in the upper right corner of each plot matches these symbols to their respective methods. The legend includes a key for each method's symbol and color combination.

Both plots show a decreasing trend as the value of d increases, suggesting that the error decreases with increasing dimensionality. The plots have gridlines for better readability and are set against a white background. The overall layout is clean and organized, facilitating easy comparison between the different methods."
img_0032.png,"The image depicts a geometric diagram with several labeled points and lines, suggesting a mathematical or geometric context. Here's a detailed description:

1. **Points and Labels**:
   - There are six distinct points labeled as \( q_1 \), \( q_2 \), \( q_3 \), \( q'_1 \), \( q'_2 \), and \( q'_3 \).
   - The point \( q_1 \) is connected to \( q'_1 \) by a line segment.
   - The point \( q_2 \) is connected to \( q'_2 \) by a dashed line segment.
   - The point \( q_3 \) is connected to \( q'_3 \) by another dashed line segment.

2. **Lines and Arrows**:
   - A solid line connects \( q_1 \) to \( q'_1 \).
   - A dashed line connects \( q_2 \) to \( q'_2 \).
   - Another dashed line connects \( q_3 \) to \( q'_3 \).

3. **Text and Annotations**:
   - The label ""t"" appears twice, once near the dashed line connecting \( q_2 \) to \( q'_2 \) and again near the dashed line connecting \( q_3 \) to \( q'_3 \).
   - The label ""u'q'_1"" is placed near the intersection of the solid line from \( q_1 \) to \( q'_1 \) and the dashed line from \( q_2 \) to \( q'_2 \).
   - The label ""ℓ"" appears twice, once near the dashed line connecting \( q_3 \) to \( q'_3 \) and again near the dashed line connecting \( q_2 \) to \( q'_2 \).
   - The label ""ε"" is placed near the dashed line connecting \( q_2 \) to \( q'_2 \).

4. **Layout**:
   - The points \( q_1 \), \( q_2 \), and \( q_3 \) are positioned in a triangular arrangement.
   - The points \( q'_1 \), \( q'_2 \), and \( q'_3 \) are positioned in a similar triangular arrangement but slightly offset from the first set of points.
   - The dashed lines connect corresponding points from the two sets of triangles, indicating some form of transformation or mapping between them.

5. **Color**:"
