Sample,Caption,LaTeX_Document
38,Graph $H_1$ with a percolating set.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \foreach \x in {0,1,2,3,4} {
        \foreach \y in {0,1,2,3,4} {
            \node[circle, draw, fill=blue!30] at (\x,\y) {};
        }
    }
    \foreach \x in {0,1,2,3} {
        \foreach \y in {0,1,2,3} {
            \draw[thick] (\x,\y) -- (\x+1,\y);
            \draw[thick] (\x,\y) -- (\x,\y+1);
        }
    }
    \fill[red] (0,0) circle (5pt);
    \fill[red] (1,0) circle (5pt);
    \fill[red] (2,0) circle (5pt);
    \fill[red] (2,1) circle (5pt);
    \fill[red] (2,2) circle (5pt);
    \fill[red] (3,2) circle (5pt);
    \fill[red] (4,2) circle (5pt);
    \fill[red] (4,3) circle (5pt);
    \fill[red] (4,4) circle (5pt);
\end{tikzpicture}
    \end{document}"
39,"What would be the tikz code for this particular voltage source?

I am using circuitikz and I cannot find the code for this particular voltage source. It is a sinusoidal source with the polarity + and - on its ends, inside the circle.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
\draw (0,0) to[sV, v={$V_s$}] (0,2);
\end{tikzpicture}
    \end{document}"
40,The definition of anti-sector $\bar{n}$.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[->] (-3,0) -- (3,0) node[right] {$x$};
    \draw[->] (0,-3) -- (0,3) node[above] {$y$};
    
    \draw[thick,->] (0,0) -- (2,2) node[midway, above right] {$\bar{n}$};
    \draw[dashed] (2,0) -- (2,2);
    \draw[dashed] (0,2) -- (2,2);
    
    \draw[thick] (0,0) -- (2,-2) node[midway, below right] {$-\bar{n}$};
    \draw[dashed] (2,0) -- (2,-2);
    \draw[dashed] (0,-2) -- (2,-2);
    
    \node at (1,1) {$\theta$};
    \node at (1,-1) {$-\theta$};
\end{tikzpicture}
    \end{document}"
41,A tree $T$ on $5$ vertices,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
  \node (1) at (0,0) {1};
  \node (2) at (-1,-1) {2};
  \node (3) at (1,-1) {3};
  \node (4) at (-1,-2) {4};
  \node (5) at (1,-2) {5};
  
  \draw (1) -- (2);
  \draw (1) -- (3);
  \draw (2) -- (4);
  \draw (3) -- (5);
\end{tikzpicture}
    \end{document}"
42,"An example of a subgraph $G_i$. The black vertices are included in the set $S$ constructed in the proof of Lemma~\ref{op:lem:smallbridge}. The cycle with the solid edges is a Hamiltonian cycle of $G_i'$, and the dashed lines within the cycle represent edges of $G_i'$ not in the Hamiltonian cycle. The dotted lines depict a possible partition of the vertices considered in steps~1-3 to obtain an upper bound on $|S|$.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw vertices
    \foreach \i in {1,2,3,4,5,6} {
        \fill[black] (\i*60:1) circle (3pt);
    }
    \foreach \i in {1,2,3,4,5,6} {
        \node at (\i*60:1.2) {\i};
    }
    
    % Draw Hamiltonian cycle
    \draw[thick] (0:1) -- (60:1) -- (120:1) -- (180:1) -- (240:1) -- (300:1) -- cycle;
    
    % Draw dashed edges (not in the Hamiltonian cycle)
    \draw[dashed] (0:1) -- (120:1);
    \draw[dashed] (60:1) -- (240:1);
    \draw[dashed] (180:1) -- (300:1);
    
    % Draw dotted lines for partition
    \draw[dotted] (0:1) -- (180:1);
    \draw[dotted] (60:1) -- (240:1);
    \draw[dotted] (120:1) -- (300:1);
\end{tikzpicture}
    \end{document}"
43,The agent outcomes based on their utilities in the Nash equilibrium.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Axes
    \draw[->] (0,0) -- (5,0) node[right] {Utility of Agent 1};
    \draw[->] (0,0) -- (0,5) node[above] {Utility of Agent 2};

    % Nash Equilibrium Point
    \fill[red] (3,3) circle (2pt) node[above right] {Nash Equilibrium};

    % Utility Lines
    \draw[blue, thick] (0,4) -- (4,0) node[pos=0.5, above right] {Indifference Curve 1};
    \draw[blue, thick] (0,2) -- (2,0) node[pos=0.5, above right] {Indifference Curve 2};

    % Labels
    \node at (2.5, 4.5) {Agent 1's Utility};
    \node at (4.5, 2.5) {Agent 2's Utility};

    % Adding grid for better visualization
    \draw[very thin, gray] (0,0) grid (5,5);
\end{tikzpicture}
    \end{document}"
44,"A graph $G=(V,E)$ with $10$ edges having $\mathrm{VC}(G)=3$. The unique vertex cover of size $3$ is highlighted in teal.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=1.0]
    \node[circle, draw, fill=teal] (v1) at (0, 2) {1};
    \node[circle, draw, fill=teal] (v2) at (2, 2) {2};
    \node[circle, draw, fill=teal] (v3) at (1, 0) {3};
    \node[circle, draw] (v4) at (4, 2) {4};
    \node[circle, draw] (v5) at (3, 0) {5};
    \node[circle, draw] (v6) at (5, 0) {6};
    \node[circle, draw] (v7) at (1, 3) {7};
    \node[circle, draw] (v8) at (2, 3) {8};
    \node[circle, draw] (v9) at (0, 4) {9};
    \node[circle, draw] (v10) at (4, 4) {10};

    \foreach \i/\j in {1/2, 1/3, 2/3, 2/4, 3/5, 2/8, 1/7, 4/6, 4/10, 6/5} {
        \draw (v\i) -- (v\j);
    }
\end{tikzpicture}
    \end{document}"
45,The graph $G_k$,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \graph[grow=east, node distance=1.5cm] {
        A -- B -- C -- D;
        A -- E;
        B -- F;
        C -- G;
        D -- H;
    };
\end{tikzpicture}
    \end{document}"
46,Triangulation of the cusp torus at vertex class 0.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[thick] (0, 0) -- (2, 0) -- (1, 1.732) -- cycle; % Triangle
    \draw[thick] (0, 0) -- (1, 1.732); % Altitude
    \draw[thick] (2, 0) -- (1, 1.732); % Altitude
    \draw[thick] (0, 0) -- (1, 0); % Base
    \draw[thick] (1, 0) -- (2, 0); % Base
    \draw[dashed] (1, 0) -- (1, 1.732); % Height
    \node at (0, -0.2) {$(0,0)$};
    \node at (2, -0.2) {$(2,0)$};
    \node at (1, 1.9) {$(1, \sqrt{3})$};
    \node at (1, -0.2) {$(1,0)$};
\end{tikzpicture}
    \end{document}"
47,The Stark fly-by geometry.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define the coordinates
    \coordinate (A) at (0, 0);
    \coordinate (B) at (3, 1);
    \coordinate (C) at (3, -1);
    \coordinate (D) at (5, 0);
    
    % Draw the axes
    \draw[->] (-1, 0) -- (6, 0) node[right] {x};
    \draw[->] (0, -2) -- (0, 2) node[above] {y};
    
    % Draw the trajectory
    \draw[thick, blue] plot[smooth, tension=1] coordinates {(A) (B) (D)};
    
    % Draw the Stark effect
    \draw[dashed, red] (A) -- (B);
    \draw[dashed, red] (A) -- (C);
    
    % Mark points
    \fill (A) circle (2pt) node[below left] {A};
    \fill (B) circle (2pt) node[above right] {B};
    \fill (C) circle (2pt) node[below right] {C};
    \fill (D) circle (2pt) node[below right] {D};
    
    % Annotations
    \node at (1.5, 0.5) {Trajectory};
    \node at (1.5, -0.5) {Stark Effect};
\end{tikzpicture}
    \end{document}"
48,"Schematic representation of the model investigated. The two quantum dots are coupled to noninteracting electron reservoirs and coupled to each other by Coulomb interaction. Within the investigation, energies of reservoir $A$ are driven harmonically, resulting in a nonzero current between the dots and reservoirs and energy transfer between the reservoirs.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw reservoirs
    \draw[fill=blue!20] (0,0) rectangle (1,2) node[pos=.5] {Reservoir A};
    \draw[fill=red!20] (4,0) rectangle (5,2) node[pos=.5] {Reservoir B};
    
    % Draw quantum dots
    \draw[fill=green!20] (1.5,0.5) circle (0.5) node {Dot 1};
    \draw[fill=green!20] (3.5,0.5) circle (0.5) node {Dot 2};
    
    % Draw connections
    \draw[->, thick] (1,1) -- (1.5,1) node[midway, above] {Coulomb Interaction};
    \draw[->, thick] (1,1) -- (0,1) node[midway, above] {Current};
    \draw[->, thick] (4,1) -- (3.5,1) node[midway, above] {Current};
    \draw[->, thick] (1.5,1) -- (4,1) node[midway, above] {Energy Transfer};
    
    % Draw harmonic driving
    \draw[->, thick, blue] (0.5,2) -- (0.5,2.5) node[midway, right] {Harmonic Drive};
    \draw[->, thick, red] (4.5,2) -- (4.5,2.5) node[midway, right] {Harmonic Drive};
\end{tikzpicture}
    \end{document}"
49,"TiKZ: trouble with angles ! Missing \endcsname inserted. <to be read again>

I'm trying to draw the arc of an angle between two lines in tikz. I'm using the angles library and have pretty much copied the example from the manual, but when I try to label the arc, I get the following error:
! Missing \endcsname inserted.
<to be read again>
\theta
l.29 ...c [draw, ""$\theta$"", angle eccentricity=3]{angle=P--V--Q};

I am following the syntax from this answer.
But I have the same trouble using the syntax from the manual pg 570.
Removing the label allows me to draw the arc no trouble. But I would really like to put a theta in my diagram. I thought it might be an escaping issue so I tried labelling with ""$t$"", and then ""t"". In the last case the error tells me tikz doesn't know of the label t.

my drawing code is below
\documentclass[border=20pt]{standalone}

\usepackage{tikz}
\usetikzlibrary{calc,angles}

\begin{document}


\begin{tikzpicture}

\def \radius{3.5}
\coordinate (V) at ($(0,0)!\radius cm!rand*45:(0,\radius)$);

\path (-\radius, 0) coordinate(P) -- 
coordinate[midway](O)
(\radius, 0) coordinate(Q);

% Draw semicircle
\draw (Q) arc(0:180:\radius1);
\draw[shorten <=-5mm, shorten >=-5mm] (P) -- (Q);

%draw an arc starting at [partway from V to Q], to[ partway from V to P]
\draw [color=blue] (P)--(V)--(Q);
\pic [draw, ""$\theta$"", angle eccentricity=3] {angle=P--V--Q};


\node at (O) [below] {$O$};
\node at (P) [below] {$P$};
\node at (Q) [below] {$Q$};
\node at (V) [above] {$V$};

\foreach \p in {O,P,Q, V}{
\fill (\p) circle (1pt);
}\

\end{tikzpicture}

\end{document}","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    ```latex
\begin{tikzpicture}

\def \radius{3.5}
\coordinate (V) at ($(0,0)!\radius cm!rand*45:(0,\radius)$);

\path (-\radius, 0) coordinate(P) -- 
coordinate[midway](O)
(\radius, 0) coordinate(Q);

% Draw semicircle
\draw (Q) arc(0:180:\radius);
\draw[shorten <=-5mm, shorten >=-5mm] (P) -- (Q);

%draw an arc starting at [partway from V to Q], to[ partway from V to P]
\draw [color=blue] (P)--(V)--(Q);
\pic [draw, angle radius=1cm, ""$\theta$""] {angle=P--V--Q};

\node at (O) [below] {$O$};
\node at (P) [below] {$P$};
\node at (Q) [below] {$Q$};
\node at (V) [above] {$V$};

\foreach \p in {O,P,Q, V}{
\fill (\p) circle (1pt);
}
\end{tikzpicture}
    \end{document}"
50,Outline of our algorithm for enumerating Williamson sequences of order $n$. The boxes on the left correspond to the preprocessing which encodes and decomposes the original problem into SAT instances. The boxes on the right correspond to an SMT-like setup where the system that computes the discrete Fourier transform takes on the role of the theory solver.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=1.5cm, auto]
    % Preprocessing boxes
    \node (preprocess) [draw, rectangle, minimum width=2.5cm, minimum height=1cm] {Preprocessing};
    \node (encode) [draw, rectangle, below of=preprocess, minimum width=2.5cm, minimum height=1cm] {Encoding};
    \node (decompose) [draw, rectangle, below of=encode, minimum width=2.5cm, minimum height=1cm] {Decomposing};

    % SMT-like setup boxes
    \node (smt) [draw, rectangle, right of=preprocess, xshift=3cm, minimum width=2.5cm, minimum height=1cm] {SMT-like Setup};
    \node (dft) [draw, rectangle, below of=smt, minimum width=2.5cm, minimum height=1cm] {DFT Computation};
    
    % Arrows
    \draw[->] (preprocess) -- (encode);
    \draw[->] (encode) -- (decompose);
    \draw[->] (preprocess.east) -- (smt.west);
    \draw[->] (smt) -- (dft);
\end{tikzpicture}
    \end{document}"
51,"number of arguments that is a multiple of a number in a macro for curves with continuously varying thickness
 
 In some mathematical figures it's nice to vary curve thickness smoothly along a path. That's for reproducing hand drawn mathematical figures made with inking liners.
 
 \documentclass{article}\usepackage{tikz}
 
 \def\ltrstroke #1,#2 #3,#4 #5,#6 #7,#8%
 {\foreach \n in {0,0.01,0.02,...,0.09}{\path[line width=1pt,rounded corners=48pt,line cap=round,draw]%
 (#1+\n/1,#2+\n/1)--(#3+\n/4,#4+\n/4)--(#5+\n/3,#6-\n/3)--(#7+\n/4,#8-\n/4);}}
 
 \def\ltrinking #1,#2 #3,#4 #5,#6 #7,#8%
 {\foreach \n in {0,0.01,0.02,...,0.09}{\path[line width=2pt,rounded corners=48pt,draw]%
 (#1+\n/.4,#2+\n/.4)--(#3+\n/.6,#4+\n/.6)--(#5+\n/1,#6-\n/1)to[bend left](#7+\n/4,#8-\n/4)--cycle;}\path[line width=2pt,rounded corners=48pt](#1,#2)--(#3,#4)--(#5,#6)to[bend left](#7,#8)--cycle;}
 
 \begin{document}\begin{tikzpicture}[bend angle=8];
 \ltrinking 0,0 4,4 8,3 4,-1 
 \ltrstroke 0,5 0.2,5.2 3,8 2,6
 \end{tikzpicture}\end{document}
 
 One procedure which does that simply flares path coordinates by adding deviations in multiples. These increase or decrease depending where on the line they are. Also this is done recursively over a set of deviations. We plot the many overlapping curves. The result is shown above.
 
 QUESTION: The problem is \def accepts <10 inputs. So how do I extend \def for arbitrary even number of arguments >10 that is a multiple of another number? We require this to control lines in such drawings. Each x and y argument is separately transformed by the for each loop as a function of the hand fixed numerical parameters ps.
 
 Please suggest how to input the coordinates in a tuple form, not in a form {x1}{y1}{p1}{x2}{y2}{p2}... That becomes confusing when all the inputs are given numbers and the curve is edited, and it becomes ambiguous if errors are input made. Treat |x,y,p| as one argument, extract the x and y and p.
 The pens do make paths of varying width in TeX plus MetaPost:
 
 \documentclass{article}\usepackage[shellescape,latex]{gmp}
 \begin{document}\begin{figure}\centering\begin{mpost}
 pen mypen; mypen = pencircle scaled 1in xscaled .08 yscaled .32 rotated 180;
 pickup mypen; draw (0,0)..(100,-32)..(192,192)..(256,64);
 \end{mpost}\caption{testing}\end{figure}\end{document}
 
 Tikz is more convenient for combining this with equation work and outputs this faster. It also allows treating parts of other outputs as graphic nodes and has powerful libraries. Metapost works best with equation defined pens and curves, or if the ends of the curves need to be sharp and rotated. However, the bezier parameters for each thick pen turn requires tweaking that covaries with each curve. My implementation here requires tweaking at most one parameter.
 The n-argument macro from the answer to this question is great. I tried to generalize the answer in this usage; but the commented out version gives undefined control sequence error. The noncommented version works; the \csname x{#1} \endcsname code is probably not valid. What does one replace it with?
 
 \documentclass{article}\usepackage{tikz}
 \newcount\tmpnum
 \def\scanargs #1#2#3;{\let\tmp=#1\tmpnum=0 \scanargsA #3|,,|}
 \def\scanargsA #1,#2,#3|{\ifx,#1,\expandafter\tmp \else
 \advance\tmpnum by1
 \expandafter\def\csname x:\the\tmpnum\endcsname{#1}%
 \expandafter\def\csname y:\the\tmpnum\endcsname{#2}%
 \expandafter\def\csname z:\the\tmpnum\endcsname{#3}%
 \expandafter\scanargsA \fi}
 \def\x#1{\csname x:#1\endcsname}
 \def\y#1{\csname y:#1\endcsname}
 \def\z#1{\csname z:#1\endcsname}
 
 \def\arcpart#1{({\csname x#1 \endcsname}+\n/{\csname z#1 \endcsname},{\csname y#1 \endcsname}-\n/{\csname z#1 \endcsname})\to}
 
 \def\ltrinking{\foreach \n in {0,.01,.02,...,1}{%
 \path[line width=2pt,rounded corners=48pt,draw]%
 (\x1+\n/\z1,\y1+\n/\z1)--(\x2+\n/\z2,\y2+\n/\z2)--(\x3+\n/\z3,\y3-\n/\z3)--(\x4+\n/\z4,\y4-\n/\z4)--(\x5+\n/\z5,\y5-\n/\z5)--(\x6+\n/\z6,\y6-\n/\z6)--cycle;%
 }}
 
 \begin{document}\begin{tikzpicture}[bend angle=8];
 \scanargs\ltrinking|0,8,3|5,4,1|16,9,4|8,4,1|5,1,4|4,-8,1;
 % \scanargs\ltric|7,0,0|0,8,3|5,4,1|16,9,4|8,4,1|5,1,4|4,-8,1;
 \end{tikzpicture}\end{document}","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
\newcount\tmpnum
\def\scanargs #1#2#3;{\let\tmp=#1\tmpnum=0 \scanargsA #3|,,|}
\def\scanargsA #1,#2,#3|{\ifx,#1,\expandafter\tmp \else
    \advance\tmpnum by1
    \expandafter\def\csname x:\the\tmpnum\endcsname{#1}%
    \expandafter\def\csname y:\the\tmpnum\endcsname{#2}%
    \expandafter\def\csname z:\the\tmpnum\endcsname{#3}%
    \expandafter\scanargsA \fi}
\def\x#1{\csname x:#1\endcsname}
\def\y#1{\csname y:#1\endcsname}
\def\z#1{\csname z:#1\endcsname}

\def\ltrinking{\foreach \n in {0,.01,.02,...,1}{%
    \path[line width=2pt,rounded corners=48pt,draw]%
    (\x1+\n/\z1,\y1+\n/\z1)--(\x2+\n/\z2,\y2+\n/\z2)--(\x3+\n/\z3,\y3-\n/\z3)--(\x4+\n/\z4,\y4-\n/\z4)--(\x5+\n/\z5,\y5-\n/\z5)--(\x6+\n/\z6,\y6-\n/\z6)--cycle;%
}}

\begin{tikzpicture}[bend angle=8]
    \scanargs\ltrinking|0,8,3|5,4,1|16,9,4|8,4,1|5,1,4|4,-8,1|
\end{tikzpicture}
    \end{document}"
52,"Example rollouts on the Maze2D-medium-v1 environment. The goal is located at the bottom right corner of the maze. The trajectory waypoints are color-coded, transitioning from blue to red as time advances. The bottom two rows demonstrates that Diffuser, DD, and DS{} are all capable of generating good plans that can be executed well with a handcoded controller. However, the respective action models result in differing executions. Compared to DD and Diffuser, DS{} generates smoother trajectories that are more closely aligned with the future waypoints planned by the observation model.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define colors
    \definecolor{blue}{RGB}{0, 0, 255}
    \definecolor{red}{RGB}{255, 0, 0}
    \definecolor{green}{RGB}{0, 255, 0}
    
    % Draw maze walls
    \draw[thick] (0,0) rectangle (10,10);
    \draw[thick] (1,0) -- (1,5);
    \draw[thick] (2,2) -- (2,4);
    \draw[thick] (3,0) -- (3,3);
    \draw[thick] (4,1) -- (4,5);
    \draw[thick] (5,0) -- (5,2);
    \draw[thick] (6,3) -- (6,5);
    \draw[thick] (7,0) -- (7,7);
    \draw[thick] (8,1) -- (8,3);
    
    % Draw goal
    \fill[green] (9,9) rectangle (10,10);
    
    % Draw trajectories
    \foreach \i in {0, 1, 2, 3, 4, 5, 6, 7, 8} {
        \pgfmathsetmacro{\x}{\i/8*9 + 0.5}
        \pgfmathsetmacro{\y}{10 - \i/8*9 - 0.5}
        \fill[blue!\i*10!red] (\x,\y) circle (0.1);
    }
    
    % Draw annotations
    \node at (1, 9.5) {Diffuser};
    \node at (1, 8.5) {DD};
    \node at (1, 7.5) {DS};
    
    % Draw smooth trajectory for DS
    \draw[thick, smooth, samples=100, domain=0:1] plot (\x*9 + 0.5, {10 - (\x^2)*9}) node[right] {DS Trajectory};
    
    % Draw other trajectories
    \draw[thick, dashed] (0.5, 9) -- (0.5, 1);
    \draw[thick, dashed] (0.5, 9) -- (1.5, 0.5);
    \draw[thick, dashed] (1.5, 0.5) -- (9.5, 9.5);
\end{tikzpicture}
    \end{document}"
53,"image positions up & down pattern on a scale from 0 to 1
 
 I want to make the image arrangements as shown in the attachments. But I have no clue how to make such image arrangements. Please provide a solution to this problem.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \foreach \i in {0, 1}{
        \node at (0, \i) {\includegraphics[width=1cm]{example-image-a}};
    }
    \foreach \i in {0.5, 1.5}{
        \node at (1, \i) {\includegraphics[width=1cm]{example-image-b}};
    }
\end{tikzpicture}
    \end{document}"
54,The types of the chords that pass through $c$.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[thick] (0,0) circle(2);
    \draw[thick, red] (-2,0) -- (2,0);
    \draw[thick, blue] (0,-2) -- (0,2);
    \draw[thick, green] (-1.5,-1) -- (1.5,1);
    \draw[thick, orange] (-1,-1.5) -- (1,1.5);
    \fill[black] (0,0) circle(2pt) node[below right] {$c$};
    \node at (0,-2.5) {Diameter};
    \node at (2.5,0) {Secant};
    \node at (1.5,1.5) {Chord};
    \node at (-2.5,0) {Secant};
    \node at (1.5,-1.5) {Chord};
\end{tikzpicture}
    \end{document}"
55,"Landmark graph $\mathcal{G}(W)$ of a resolving set for $HG(3,3,3;3)$. The six landmarks in $W$ are $(1,1,1)$, $(1,2,2)$, $(1,3,3)$, $(2,2,1)$, $(2,3,2)$, and $(2,1,3)$. Landmarks in the same blue (solid) hyperedge have the same first coordinate; landmarks connected by a green (dotted) edge have the same second coordinate; and landmarks connected by a pink (dashed) edge have the same third coordinate.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define landmarks
    \coordinate (A) at (1, 1, 1);
    \coordinate (B) at (1, 2, 2);
    \coordinate (C) at (1, 3, 3);
    \coordinate (D) at (2, 2, 1);
    \coordinate (E) at (2, 3, 2);
    \coordinate (F) at (2, 1, 3);
    
    % Draw landmarks
    \foreach \point/\name in {A/(1,1,1), B/(1,2,2), C/(1,3,3), D/(2,2,1), E/(2,3,2), F/(2,1,3)} {
        \node[draw,circle,fill=black,inner sep=1.5pt] at \point {};
        \node at \point[above right] {\name};
    }

    % Draw blue edges (same first coordinate)
    \foreach \pointA/\pointB in {A/B, A/C, D/E, D/F} {
        \draw[blue, thick] (\pointA) -- (\pointB);
    }

    % Draw green edges (same second coordinate)
    \foreach \pointA/\pointB in {B/D, B/E, C/E, C/F} {
        \draw[green, dotted] (\pointA) -- (\pointB);
    }

    % Draw pink edges (same third coordinate)
    \foreach \pointA/\pointB in {A/D, B/E, C/F} {
        \draw[red, dashed] (\pointA) -- (\pointB);
    }
\end{tikzpicture}
    \end{document}"
56,"The graphs $K_{1,n}^*,\, K_n^*,\, CK_n,\, T_n$ and $K_n^n.$","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % K_{1,n}^*
    \begin{scope}[xshift=0cm]
        \node[circle, draw] (v0) at (0, 2) {1};
        \foreach \i in {1, 2, 3, 4} {
            \node[circle, draw] (v\i) at (2, \i) {\i};
            \draw (v0) -- (v\i);
        }
    \end{scope}

    % K_n^*
    \begin{scope}[xshift=4cm]
        \foreach \i in {1, 2, 3, 4} {
            \node[circle, draw] (v\i) at (0, \i) {\i};
        }
        \foreach \i in {1, 2, 3, 4} {
            \foreach \j in {1, 2, 3, 4} {
                \ifnum\i<\j
                    \draw (v\i) -- (v\j);
                \fi
            }
        }
    \end{scope}

    % CK_n
    \begin{scope}[xshift=8cm]
        \foreach \i in {1, 2, 3} {
            \node[circle, draw] (v\i) at ({\i*360/3}:2) {\i};
        }
        \foreach \i in {1, 2, 3} {
            \foreach \j in {1, 2, 3} {
                \ifnum\i<\j
                    \draw (v\i) -- (v\j);
                \fi
            }
        }
        \foreach \i in {1, 2, 3} {
            \draw (v\i) -- (0,0);
        }
    \end{scope}

    % T_n
    \begin{scope}[xshift=12cm]
        \node[circle, draw] (v1) at (0, 0) {1};
        \node[circle, draw] (v2) at (-1, -2) {2};
        \node[circle, draw] (v3) at (1, -2) {3};
        \node[circle, draw] (v4) at (0, -4) {4};
        \draw (v1) -- (v2);
        \draw (v1) -- (v3);
        \draw (v2) -- (v4);
        \draw (v3) -- (v4);
    \end{scope}

    % K_n^n
    \begin{scope}[xshift=16cm]
        \foreach \i in {1, 2, 3} {
            \foreach \j in {1, 2, 3} {
                \node[circle, draw] (v\i\j) at (\i, \j) {(\i,\j)};
            }
        }
        \foreach \i in {1, 2, 3} {
            \foreach \j in {1, 2, 3} {
                \foreach \k in {1, 2, 3} {
                    \foreach \l in {1, 2, 3} {
                        \ifnum\i<\k
                            \ifnum\j<\l
                                \draw (v\i\j) -- (v\k\l);
                            \fi
                        \fi
                    }
                }
            }
        }
    \end{scope}
\end{tikzpicture}
    \end{document}"
57,\textbf{Isotropic hardening - reference solutions.} Five stress-strain curves sampled from the isotropic hardening material model for different maximum strains obtained from \autoref{eq:plasticity}.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \begin{axis}[
        xlabel={Strain},
        ylabel={Stress},
        legend pos=outer north east,
        grid=both,
        cycle list name=color,
        xmin=0, xmax=0.1,
        ymin=0, ymax=300,
        title={Isotropic Hardening - Reference Solutions}
    ]
    % Sample stress-strain curves
    \addplot {300*x^2}; % Curve for max strain 1
    \addlegendentry{Max strain 1}
    
    \addplot {200*(x^2 + 0.1*x)}; % Curve for max strain 2
    \addlegendentry{Max strain 2}
    
    \addplot {150*(x^2 + 0.2*x)}; % Curve for max strain 3
    \addlegendentry{Max strain 3}
    
    \addplot {100*(x^2 + 0.3*x)}; % Curve for max strain 4
    \addlegendentry{Max strain 4}
    
    \addplot {50*(x^2 + 0.4*x)}; % Curve for max strain 5
    \addlegendentry{Max strain 5}
    
    \end{axis}
\end{tikzpicture}
    \end{document}"
