Sample,Caption,LaTeX_Document
54,"A circle with a straight vertical arrow running through its center from top to bottom, labeled with r(c), c and l(c) along it. At the top and bottom ends of the vertical arrow, the labels sign(c) and - sign(c) are placed. Two horizontal arrows run along the top and bottom edges of the circle. The top arrow points to the left and the bottom arrow to the right. The right half of the circles boundary is a dashed line connecting two black dots on the circle. The upper dot is labeled as ""the tail"" and the lower dot is labeled as ""the head"".","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[thick] (0,0) circle(2);
    \draw[->] (0,2) -- (0,-2) node[midway,right] {$r(c)$} node[above] {sign($c$)} node[below] {-sign($c$)};
    \draw[->] (-2,2) -- (2,2) node[midway,above] {$c$};
    \draw[->] (-2,-2) -- (2,-2) node[midway,below] {$l(c)$};
    \draw[dashed] (0,0) -- (2,0) arc(0:180:2) -- (0,0);
    \filldraw (0,2) circle (2pt) node[above] {the tail};
    \filldraw (0,-2) circle (2pt) node[below] {the head};
\end{tikzpicture}
    \end{document}"
55,"Two horizontal capsule shaped blue outlines, one on top and one on the bottom. Inside each blue capsule are three black dots aligned horizontally and each dot is labeled with a coordinate. In the upper blue capsule the points from left to right are labeled (1,1,1), (1,2,2) and (1,3,3). In the lower blue capsule the points from left to right are (2,2,1), (2,3,2) and (2,1,3). The point (1,1,1) is connected to (2,2,1) by a green dotted line and to (2,1,3) by a green dotted line. The point (1,2,2) is connected to (2,3,2) by a pink dotted line and to (2,2,1) by a green dotted line. The point (1,3,3) is connected to (2,1,3) by a pink dotted line and to (2,3,2) by a green dotted line.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw upper capsule
    \draw[blue, thick] (0,1) ellipse (2.5 and 0.5);
    % Draw lower capsule
    \draw[blue, thick] (0,-1) ellipse (2.5 and 0.5);
    
    % Upper dots
    \filldraw[black] (-2,1) circle (2pt) node[above] {$(1,1,1)$};
    \filldraw[black] (0,1) circle (2pt) node[above] {$(1,2,2)$};
    \filldraw[black] (2,1) circle (2pt) node[above] {$(1,3,3)$};
    
    % Lower dots
    \filldraw[black] (-2,-1) circle (2pt) node[below] {$(2,2,1)$};
    \filldraw[black] (0,-1) circle (2pt) node[below] {$(2,3,2)$};
    \filldraw[black] (2,-1) circle (2pt) node[below] {$(2,1,3)$};
    
    % Connections
    \draw[green, dotted] (-2,1) -- (-2,-1);
    \draw[green, dotted] (-2,1) -- (2,-1);
    \draw[green, dotted] (0,1) -- (0,-1);
    \draw[green, dotted] (2,1) -- (2,-1);
    
    \draw[pink, dotted] (0,1) -- (0,-1);
    \draw[pink, dotted] (2,1) -- (2,-1);
\end{tikzpicture}
    \end{document}"
56,"The figure shows five different graph structures. From left to right, the first graph labeled $K^*_{1,n}$ consists of a single central node on the left connected to multiple vertically aligned nodes on the right. The second graph, labeled $K^*_{n}$, consists of vertical pairs of nodes and connected to its corresponding right-side node. The left side nodes are enclosed in a rectangle, while the right side nodes are outside. The third graph, labeled $CK_n$, also shows vertical columns of node pairs, but this time each set of nodes is fully enclosed in separate rectangles. The fourth graph, labeled $T_n$, again shows vertical columns of nodes, with only the left side placed inside a rectangle. All nodes in the graph are connected to each other forming many overlapping edges. The fifth graph, labeled $K_n^n$, shows a circle with a node at the top and the bottom, each connected to multiple nodes outside.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=0.8]

% First graph K^*_{1,n}
\node[circle, draw] (c) at (0,0) {C};
\node[circle, draw] (n1) at (1,-1) {1};
\node[circle, draw] (n2) at (1,-2) {2};
\node[circle, draw] (n3) at (1,-3) {3};
\node[circle, draw] (n4) at (1,-4) {4};
\node[circle, draw] (n5) at (1,-5) {5};

\foreach \i in {1,2,3,4,5}
    \draw (c) -- (n\i);

% Second graph K^*_n
\begin{scope}[xshift=4cm]
    \node[draw, rectangle] (r1) at (0,0) {L};
    \node[draw] (l1) at (-1,-1) {1};
    \node[draw] (l2) at (-1,-2) {2};
    \node[draw] (r2) at (1,-1) {R1};
    \node[draw] (r3) at (1,-2) {R2};

    \foreach \i in {1,2}
        \draw (l\i) -- (r\i);
\end{scope}

% Third graph CK_n
\begin{scope}[xshift=8cm]
    \node[draw, rectangle] (r1) at (0,0) {L1};
    \node[draw, rectangle] (r2) at (0,-3) {L2};
    \node[draw] (l1) at (-1,-1) {1};
    \node[draw] (l2) at (-1,-4) {2};
    \node[draw] (r3) at (1,-1) {R1};
    \node[draw] (r4) at (1,-4) {R2};

    \foreach \i in {1,2}
        \draw (l\i) -- (r\i);
\end{scope}

% Fourth graph T_n
\begin{scope}[xshift=12cm]
    \node[draw, rectangle] (r1) at (0,0) {L};
    \node[draw] (l1) at (-1,-1) {1};
    \node[draw] (l2) at (-1,-2) {2};
    \node[draw] (l3) at (-1,-3) {3};
    \node[draw] (r2) at (1,-1) {R1};
    \node[draw] (r3) at (1,-2) {R2};
    \node[draw] (r4) at (1,-3) {R3};

    \foreach \i in {1,2,3}
        \foreach \j in {1,2,3}
            \draw (l\i) -- (r\j);
\end{scope}

% Fifth graph K_n^n
\begin{scope}[xshift=16cm]
    \node[circle, draw] (top) at (0,1) {Top};
    \node[circle, draw] (bottom) at (0,-1) {Bottom};
    \node[circle, draw] (n1) at (2,0) {A};
    \node[circle, draw] (n2) at (3,0) {B};
    \node[circle, draw] (n3) at (4,0) {C};

    \foreach \i in {1,2,3}
        \draw (top) -- (n\i);
    \foreach \i in {1,2,3}
        \draw (bottom) -- (n\i);
\end{scope}
\end{tikzpicture}
    \end{document}"
57,"A stress-strain diagram. The x-axis is labeled ""strain"" with units ranging from 0-8 and multiplied by $10^{-3}$. The y-axis is labeled ""stress [MPa]"" with units -200, 0 and 200. The plot shows multiple diagonal and parallel lines with horizontal top and bottom lines.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \begin{axis}[
        xlabel={strain ($\times 10^{-3}$)},
        ylabel={stress [MPa]},
        xmin=0, xmax=8,
        ymin=-200, ymax=200,
        xtick={0,1,2,3,4,5,6,7,8},
        ytick={-200,-100,0,100,200},
        grid=both,
        major grid style={line width=.2pt,draw=gray!50},
        minor grid style={line width=.1pt,draw=gray!30},
        thick,
    ]
        % Diagonal lines
        \addplot[domain=0:4,samples=100,thick,blue] {50*x - 200}; % First line
        \addplot[domain=0:4,samples=100,thick,red] {50*x}; % Second line
        \addplot[domain=0:4,samples=100,thick,green] {50*x + 200}; % Third line

        % Parallel lines
        \addplot[domain=4:8,samples=100,thick,blue] {50*4 - 200}; % Horizontal line at -200
        \addplot[domain=4:8,samples=100,thick,red] {50*4}; % Horizontal line at 0
        \addplot[domain=4:8,samples=100,thick,green] {50*4 + 200}; % Horizontal line at 200
    \end{axis}
\end{tikzpicture}
    \end{document}"
58,"A dark gray square with two thin white diagonal lines from corner to corner, one goes from the top-left to the bottom-right and the other goes from the top-right to the bottom-left. These two lines precisely intersect at the center of the square, dividing it into four right-angled triangles.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \fill[gray!30] (0,0) rectangle (2,2);
    \draw[white, thick] (0,2) -- (2,0);
    \draw[white, thick] (2,2) -- (0,0);
\end{tikzpicture}
    \end{document}"
59,"A hierarchical tree diagram with labeled nodes. The root node is labeled B, which branches into $B_1$ and $B_2$. The label $B_2$ is further connected downward to another node labeled A, which branches further into three sub-nodes: $A_1$, $A_2$ and $A_3$. $A_1$ is highlighted with a rectangular box around it and $A_2$ branches into two labels: D and E.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[sibling distance=10em, every node/.style={draw, rounded corners}]
    \node {B}
        child { node {$B_1$} }
        child { node {$B_2$}
            child { node {A}
                child { node[draw=none] {A_1} }
                child { node {A_2}
                    child { node {D} }
                    child { node {E} }
                }
                child { node {A_3} }
            };
        };
\end{tikzpicture}
    \end{document}"
60,"A grid of diagonal and horizontal gray lines. On top of this grid is a thicker black grid patter. A dashed blue line starts from the left side and makes two right-angle turns as it moves toward the top-right. The region of the grid, where the dashed blue line passes is filled with a light blue background. A red dot is placed near the center-right of the grid, positioned at an intersection between two grid lines.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the background grid
    \draw[gray, thin] (0,0) grid (10,10);
    \foreach \x in {0,1,...,10} {
        \draw[gray, thin] (0,\x) -- (10,\x);
        \draw[gray, thin] (\x,0) -- (\x,10);
    }
    % Draw the thicker black grid
    \draw[black, thick] (0,0) grid (10,10);
    % Draw the dashed blue line
    \draw[dashed, blue, thick] (0,0) -- (0,5) -- (5,5) -- (5,10);
    % Fill the region with light blue
    \fill[lightblue] (0,0) -- (0,5) -- (5,5) -- (5,0) -- cycle;
    % Draw the red dot
    \fill[red] (8,5) circle (3pt);
\end{tikzpicture}
    \end{document}"
61,"A triangle outlined with a thick black line and the vertices are labeled with M at the top vertex, G at the bottom-left vertex and U at the bottom-right vertex. The two angles at G and U are marked with double arcs, indicating that these two angles are congruent.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[thick] (0,2) node[above] {M} -- (-2,0) node[below left] {G} -- (2,0) node[below right] {U} -- cycle;
    \draw[decorate,decoration={brace,amplitude=10pt,mirror}] (-2.2,0) arc[start angle=180,end angle=360,radius=0.5] node[midway,xshift=-0.5cm,yshift=0.3cm] {};
    \draw[decorate,decoration={brace,amplitude=10pt}] (2.2,0) arc[start angle=0,end angle=180,radius=0.5] node[midway,xshift=0.5cm,yshift=0.3cm] {};
\end{tikzpicture}
    \end{document}"
62,"A flowchart illustrating the sequence of processing stages and relationships between them. At the top is the starting block labeled ""Command-line front end"", which connects downward to the ""C parser"". From there, the flow continues horizontally to the right through ""Type checking"" to ""GOTO conversion"". A downward arrow then leads to ""Static analysis and instrumentation"", followed by another downward step to ""Symbolic execution"". The process then proceeds horizontally to the right through ""Formula conversion"" and ""SAT or SMT solver"". The last block labeled ""Counterexample analysis"" and connected with a downward arrow.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=1.5cm, auto]
    \tikzstyle{block} = [rectangle, draw, fill=blue!20, text width=4cm, text centered, rounded corners, minimum height=1cm]
    \tikzstyle{line} = [draw, -latex']

    \node[block] (start) {Command-line front end};
    \node[block, below of=start] (parser) {C parser};
    \node[block, right of=parser] (type) {Type checking};
    \node[block, right of=type] (goto) {GOTO conversion};
    \node[block, below of=goto] (static) {Static analysis and instrumentation};
    \node[block, below of=static] (symbolic) {Symbolic execution};
    \node[block, right of=symbolic] (formula) {Formula conversion};
    \node[block, right of=formula] (solver) {SAT or SMT solver};
    \node[block, below of=solver] (counter) {Counterexample analysis};

    \line (start) -- (parser);
    \line (parser) -- (type);
    \line (type) -- (goto);
    \line (goto) -- (static);
    \line (static) -- (symbolic);
    \line (symbolic) -- (formula);
    \line (formula) -- (solver);
    \line (solver) -- (counter);
\end{tikzpicture}
    \end{document}"
63,"A graph composed of connected nodes with different shapes: black circles, white squares and white circles. All edges are horizontal or vertical. At both the top and bottom of the figure are identical horizontal chains that begin with black circles and continue with a sequence of white squares connected by edges labeled ""-2"". These chains extend to the right and then bend vertically, one upward and the other downward, connecting to a central vertical chain that includes two white circles. The node connecting this vertical chain is labeled -(m+n+3). The upper segment of white squares is labeled m, while the lower segment is labeled $\bar{n}$. At the center of the figure, a longer horizontal chain with white squares extends from the central vertical chain node to the left. This segment is labeled m + n - 1 and its edges are marked with ""-2"".","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=1.2, every node/.style={scale=0.8}]
    % Nodes
    \node[circle, fill=black, inner sep=2pt] (A1) at (0, 2) {};
    \node[rectangle, fill=white, minimum size=8pt] (B1) at (1, 2) {};
    \node[rectangle, fill=white, minimum size=8pt] (B2) at (2, 2) {};
    \node[rectangle, fill=white, minimum size=8pt] (B3) at (3, 2) {};
    \node[rectangle, fill=white, minimum size=8pt] (B4) at (4, 2) {};
    \node[circle, fill=white, inner sep=2pt] (C1) at (2, 1) {};
    \node[circle, fill=white, inner sep=2pt] (C2) at (2, -1) {};
    \node[circle, fill=black, inner sep=2pt] (A2) at (0, -2) {};
    \node[rectangle, fill=white, minimum size=8pt] (D1) at (1, -2) {};
    \node[rectangle, fill=white, minimum size=8pt] (D2) at (2, -2) {};
    \node[rectangle, fill=white, minimum size=8pt] (D3) at (3, -2) {};
    \node[rectangle, fill=white, minimum size=8pt] (D4) at (4, -2) {};
    
    % Central node
    \node[draw, inner sep=2pt] (center) at (2, 0) {-(m+n+3)};
    
    % Labels
    \node at (2, 2.3) {m};
    \node at (2, -2.3) {$\bar{n}$};
    \node at (2.5, 0) {-(m+n+3)};
    \node at (2.5, 1) {$-2$};
    \node at (2.5, -1) {$-2$};
    \node at (3.5, 0) {m + n - 1};
    
    % Edges
    \draw[-] (A1) -- (B1) node[midway, above] {-2};
    \draw[-] (B1) -- (B2) node[midway, above] {-2};
    \draw[-] (B2) -- (B3) node[midway, above] {-2};
    \draw[-] (B3) -- (B4) node[midway, above] {-2};
    
    \draw[-] (A2) -- (D1) node[midway, below] {-2};
    \draw[-] (D1) -- (D2) node[midway, below] {-2};
    \draw[-] (D2) -- (D3) node[midway, below] {-2};
    \draw[-] (D3) -- (D4) node[midway, below] {-2};
    
    \draw[-] (B4) -- (center) node[midway, right] {-2};
    \draw[-] (D4) -- (center) node[midway, right] {-2};
    \draw[-] (B2) -- (C1);
    \draw[-] (B2) -- (C2);
    \draw[-] (C1) -- (center);
    \draw[-] (C2) -- (center);
    \draw[-] (center) -- (B1) node[midway, left] {-2};
    \draw[-] (center) -- (D1) node[midway, left] {-2};
    \draw[-] (center) -- (B4) node[midway, right] {-2};
    \draw[-] (center) -- (D4) node[midway, right] {-2};
\end{tikzpicture}
    \end{document}"
64,"A square with a gray background and the word ""Image"" written in bold at the center. The square is divided by a vertical line, a horizontal line and two diagonal lines, creating eight triangular sections. The top-left section of the square is labeled ""With Visibility"", while the top-right section is labeled ""Without visibility"". in the bottom half of the square, three red point are labeled a), b) and c).","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \fill[gray] (0,0) rectangle (4,4);
    \node[anchor=center] at (2,2) {\textbf{Image}};
    
    \draw[black] (2,0) -- (2,4); % vertical line
    \draw[black] (0,2) -- (4,2); % horizontal line
    \draw[black] (0,0) -- (4,4); % diagonal line \
    \draw[black] (0,4) -- (4,0); % diagonal line /
    
    \node at (1,1) {With Visibility};
    \node at (3,1) {Without Visibility};
    
    \fill[red] (0.5,0.5) circle (2pt) node[anchor=east] {a)};
    \fill[red] (1.5,0.5) circle (2pt) node[anchor=east] {b)};
    \fill[red] (2.5,0.5) circle (2pt) node[anchor=east] {c)};
\end{tikzpicture}
    \end{document}"
65,"The figure consists of four black dots, with three arranged vertically along the left side and one positioned to the right. The topmost left dot is labeled i and directly below is a dot labeled $q_i$ and at the bottom is a dot labeled i+1. On the right side, horizontally aligned with the middle dot ($q_i$), is another dot labeled i-1. A blue arrow, labeled $v_i$, points downward from the dot labeled i to the one labeled i+1, passing through $q_i$. A red arrow, labeled $v_{i-1}$, points diagonally from the dot labeled i-1 to the dot labeled i.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define the positions of the dots
    \coordinate (A) at (0, 2); % i
    \coordinate (B) at (0, 1); % q_i
    \coordinate (C) at (0, 0); % i+1
    \coordinate (D) at (2, 1); % i-1

    % Draw the dots
    \fill (A) circle (2pt) node[left] {i};
    \fill (B) circle (2pt) node[left] {$q_i$};
    \fill (C) circle (2pt) node[left] {i+1};
    \fill (D) circle (2pt) node[right] {i-1};

    % Draw the arrows
    \draw[->, blue] (A) -- (B) node[midway, right] {$v_i$};
    \draw[->, blue] (B) -- (C);
    \draw[->, red] (D) -- (A) node[midway, above] {$v_{i-1}$};
\end{tikzpicture}
    \end{document}"
66,A plot showing red diagonal lines within a coordinate system. The x-axis is labeled from 0 to 5 and the y -axis is labeled from 0 to 4. Inside the plot many diagonal lines extend diagonally right upward from the x-axis. This creates a pattern of parallel lines.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[->] (0,0) -- (5,0) node[right] {x};
    \draw[->] (0,0) -- (0,4) node[above] {y};
    \foreach \y in {0.5, 1, 1.5, 2, 2.5, 3} {
        \draw[red] (0,\y) -- (5,\y+1);
    }
\end{tikzpicture}
    \end{document}"
67,"A flowchart for processing video and transcript data. The flow begins with two parallel processes at the top. On the left, a blue box labeled ""Video download"" flows downward to another blue box labeled ""Wav extraction"". On the right, an orange box labeled ""Transcript XML download"" flows downward to ""Transcript parsing"", followed by another orange box labeled ""Preprocessing"". Both the ""Wav extraction"" and ""Preprocessing"" are connected to a orange box labeled ""Segmentation"". From ""Segmentation"", the flow goes donward into a final orange box labeled ""Post-processing/speaker matching"".","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=1cm]
    \tikzstyle{process} = [rectangle, rounded corners, minimum width=2.5cm, minimum height=1cm, text centered, draw=black, fill=blue!20]
    \tikzstyle{process2} = [rectangle, rounded corners, minimum width=2.5cm, minimum height=1cm, text centered, draw=black, fill=orange!20]
    \tikzstyle{arrow} = [thick,->,>=stealth]

    % Nodes
    \node (vd) [process] {Video download};
    \node (we) [process, below of=vd] {Wav extraction};
    \node (td) [process2, right=3cm of vd] {Transcript XML download};
    \node (tp) [process2, below of=td] {Transcript parsing};
    \node (pp) [process2, below of=tp] {Preprocessing};
    \node (seg) [process2, below of=we, right=3cm of tp] {Segmentation};
    \node (pm) [process2, below of=seg] {Post-processing/speaker matching};

    % Arrows
    \draw [arrow] (vd) -- (we);
    \draw [arrow] (td) -- (tp);
    \draw [arrow] (tp) -- (pp);
    \draw [arrow] (we) -- (seg);
    \draw [arrow] (pp) -- (seg);
    \draw [arrow] (seg) -- (pm);
\end{tikzpicture}
    \end{document}"
68,"A labeled directed graph consisting of three states and multiple transitions. There are three circular nodes labeled $v_0$, $v_1$ and $v_2$, arranged from left to right. From $v_0$ to $v_1$, there is a arrow labeled 1 and another one from $v_1$ to $v_2$ labeled 0. From $v_2$ to $v_1$, a curved arrow is labeled 1 and from $v_2$ to $v_0$, a curved arrow is labeled 0. $v_0$ has a self-loop labeled 0.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=2cm, every node/.style={circle, draw}]
    \node (v0) {$v_0$};
    \node (v1) [right of=v0] {$v_1$};
    \node (v2) [right of=v1] {$v_2$};

    \draw[->] (v0) -- node[above] {1} (v1);
    \draw[->] (v1) -- node[above] {0} (v2);
    \draw[->, bend right] (v2) to node[below] {1} (v1);
    \draw[->, bend right] (v2) to node[below] {0} (v0);
    \draw[->, loop above] (v0) to node[right] {0} (v0);
\end{tikzpicture}
    \end{document}"
69,"Four uppercase letters A,B,C and D in a vertical order from top to bottom. The letter A appears at the top without any additional marking. Below, the letters B, C and D are each centered on a horizontal line which passes through the middle of the letter. The thickness of the horizontal line increases from B to D.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the letters
    \node at (0, 3) {\textbf{A}};
    \node at (0, 1) {\textbf{B}};
    \node at (0, 0) {\textbf{C}};
    \node at (0, -1) {\textbf{D}};
    
    % Draw horizontal lines
    \draw[thick] (-1, 1) -- (1, 1); % Line for B
    \draw[very thick] (-1, 0) -- (1, 0); % Line for C
    \draw[ultra thick] (-1, -1) -- (1, -1); % Line for D
\end{tikzpicture}
    \end{document}"
70,A plot of the sigmoid function. The x-axis is labeled $\alpha$ with the origin labeled 0 and the y-axis ranges from 0 to 1 with dashed horizontal lines marking the values 0.5 and 1.0. A blue curve starts near the x-axis on the left side and approaches 1 asymptotically as $\alpha$ increases. The curve is labeled in blue as $\zeta(\alpha) = \frac{1}{1 + e^{-\alpha}}$.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \begin{axis}[
        xlabel = {$\alpha$},
        ylabel = {$\zeta(\alpha)$},
        ymin = 0, ymax = 1,
        xmin = -6, xmax = 6,
        xtick = {-6,-5,...,6},
        ytick = {0,0.5,1},
        yticklabels = {0, , 1},
        ymajorgrids = true,
        grid style = {dashed, gray!30},
        domain = -6:6,
        samples = 100,
        legend style = {at={(1,1)}, anchor=south east},
        ]
        \addplot[blue, thick] {1/(1 + exp(-x))};
        \addlegendentry{$\zeta(\alpha) = \frac{1}{1 + e^{-\alpha}}$}
        \draw[dashed] (axis cs:-6,0.5) -- (axis cs:6,0.5);
        \draw[dashed] (axis cs:-6,1) -- (axis cs:6,1);
        \node at (axis cs:0,-0.1) {0};
    \end{axis}
\end{tikzpicture}
    \end{document}"
71,"The figure presents a transformation between two diagrams. On the left is a square with horizontal and vertical lines labeled $H_z$ and $H_y$. The corners are labeled x=0, x=$\infty$, y=0 and y=$\infty$. At the outline of the square red dots labeled $q_1$ through $q_8$ are placed and some connected outwards to each other. On the right is a square that consist of red and blue edges labeled with expressions such as $F_1 - F_2$, $H_y - F_1$ and $H_z - F_6$. The numbers ranges from 1 to 13. An arrow labeled $Bl_{q_1,...,q_n}$ points from the right diagram to the left.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=1]
    % Left square with horizontal and vertical lines
    \draw[thick] (0,0) rectangle (4,4);
    \draw[thick] (0,0) -- (4,0) node[midway, below] {$H_y$};
    \draw[thick] (0,0) -- (0,4) node[midway, left] {$H_z$};
    
    % Corner labels
    \node at (0,0) [below left] {$x=0$};
    \node at (4,0) [below right] {$x=\infty$};
    \node at (0,4) [above left] {$y=0$};
    \node at (4,4) [above right] {$y=\infty$};
    
    % Red dots and labels
    \foreach \i in {1,2,...,8} {
        \fill[red] ({mod(\i-1,4)}, {3 - int((\i-1)/4)}) circle (2pt);
        \node at ({mod(\i-1,4)}, {3 - int((\i-1)/4)}) [right] {$q_\i$};
    }
    
    % Connections between dots
    \draw[red] (0,3) -- (1,3);
    \draw[red] (1,3) -- (2,3);
    \draw[red] (2,3) -- (3,3);
    \draw[red] (0,2) -- (0,3);
    \draw[red] (1,2) -- (1,3);
    \draw[red] (2,2) -- (2,3);
    \draw[red] (3,2) -- (3,3);
    
    % Right square with red and blue edges
    \draw[thick] (5,0) rectangle (9,4);
    \draw[thick, red] (5,0) -- (9,0) node[midway, below] {$F_1 - F_2$};
    \draw[thick, red] (5,0) -- (5,4) node[midway, left] {$H_y - F_1$};
    \draw[thick, blue] (9,0) -- (9,4) node[midway, right] {$H_z - F_6$};
    
    % Number labels
    \foreach \i in {1,2,...,13} {
        \node at ({5 + mod(\i-1,4)}, {3 - int((\i-1)/4)}) {\i};
    }
    
    % Arrow between diagrams
    \draw[->, thick] (4.5,2) -- (5,2) node[midway, above] {$Bl_{q_1,...,q_n}$};
\end{tikzpicture}
    \end{document}"
72,"A block diagram for a verification workflow. It takes two inputs, labeled ""Spec"" and ""Safe"", which enter the system from the top-left. Inside the main box, the process begins with a purple block labeled ""Invariant Generator"", which receives the Spec input and produces$I_{new}$. This output is stored in a cylinder labeled ""Invs"". From Invs, a set of invariants I $\subseteq$ Invs is passed to the next component, the ""CTI Eliminator"" shown as a blue rectangle. Directly below is another blue rectangle labeled ""CTI Generator"", which also receives the Spec input and outputs ""CTIs"" for the CTI Eliminator. Both blue rectangles are inside a big gray rectangle. On the right side of the diagram is a white rectangle labeled $\text{Ind} \triangleq \bigwedge \text{Safe} \wedge A_1 \wedge \cdots \wedge A_k \wedge A_{k+1}$. It receives two inputs: Safe and $A_{k+1}$, the latter coming from the CTI Eliminator. An arrow points to the CTI Generator and another arrow exits this block to the right, labeled ""Output"".","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=1.5cm, auto]
    % Define styles
    \tikzstyle{input} = [draw, rectangle, rounded corners, fill=gray!20, minimum width=2cm, minimum height=1cm]
    \tikzstyle{process} = [draw, rectangle, minimum width=2cm, minimum height=1cm]
    \tikzstyle{cylinder} = [draw, cylinder, shape aspect=0.5, minimum height=1cm, fill=purple!30]
    \tikzstyle{bigbox} = [draw, rectangle, rounded corners, fill=gray!10, thick]
    \tikzstyle{output} = [draw, rectangle, rounded corners, fill=white, minimum width=3cm, minimum height=1cm]

    % Nodes
    \node[input] (spec) {Spec};
    \node[input, below=0.5cm of spec] (safe) {Safe};
    
    \node[process, right=1cm of spec] (invgen) {Invariant Generator};
    \node[cylinder, right=1cm of invgen] (invs) {Invs};
    
    \node[bigbox, below=0.5cm of invgen, right=0.5cm of invs, minimum width=4cm, minimum height=3cm] (graybox) {};
    
    \node[process, below=0.5cm of invgen, xshift=0.5cm] (ctielim) {CTI Eliminator};
    \node[process, below=0.5cm of ctielim] (ctigen) {CTI Generator};
    
    \node[output, right=1cm of graybox] (output) {$\text{Ind} \triangleq \bigwedge \text{Safe} \wedge A_1 \wedge \cdots \wedge A_k \wedge A_{k+1}$};

    % Arrows
    \draw[->] (spec.east) -- (invgen.west);
    \draw[->] (invgen.east) -- (invs.west);
    \draw[->] (invs.east) -- node[above] {I $\subseteq$ Invs} (ctielim.west);
    \draw[->] (safe.east) -- (output.west);
    \draw[->] (ctielim.east) -- node[above] {$A_{k+1}$} (output.west);
    \draw[->] (spec.east) -- (ctigen.west);
    \draw[->] (ctigen.east) -- (ctielim.west);
\end{tikzpicture}
    \end{document}"
